raceId,driverId,lap,position,time,milliseconds
1,2,11,6,1:32.085,92085.0
1,2,12,2,1:31.875,91875.0
1,2,13,5,1:32.049,92049.0
1,2,14,8,1:32.061,92061.0
1,2,15,2,1:32.027,92027.0
1,2,16,6,1:31.988,91988.0
1,2,17,8,1:31.886,91886.0
1,2,18,5,1:32.027,92027.0
1,2,19,2,1:32.156,92156.0
1,2,20,4,1:31.787,91787.0
1,2,21,2,1:31.912,91912.0
1,2,22,6,1:31.652,91652.0
1,2,23,10,1:31.609,91609.0
1,2,24,6,1:31.547,91547.0
1,2,25,3,1:31.781,91781.0
1,2,26,1,1:31.520,91520.0
1,2,27,5,1:31.567,91567.0
1,2,28,8,1:31.781,570660.0
1,2,29,7,1:31.912,91912.0
1,2,30,5,1:31.714,
1,2,31,6,1:31.538,570660.0
1,2,32,5,1:31.681,91681.0
1,2,33,6,1:31.543,91543.0
1,2,34,6,1:31.559,91559.0
1,2,35,4,1:31.608,91608.0
1,2,36,9,1:31.635,91635.0
1,2,37,4,1:31.590,
1,2,38,6,1:31.400,91400.0
1,2,39,2,1:31.534,91534.0
1,2,40,3,1:31.378,91378.0
1,2,41,10,1:31.549,91549.0
1,2,42,8,1:31.447,91447.0
1,2,43,10,1:31.261,91261.0
1,2,44,3,1:31.197,91197.0
1,2,45,6,1:31.218,91218.0
1,2,46,4,1:31.198,91198.0
1,2,47,10,1:31.389,91389.0
1,2,48,4,1:31.392,91392.0
1,2,49,7,1:31.319,91319.0
1,2,50,6,1:31.260,91260.0
1,2,51,2,1:31.178,91178.0
1,3,1,9,1:32.834,92834.0
1,3,2,1,1:32.949,92949.0
1,3,3,8,1:32.735,92735.0
1,3,4,9,1:32.909,92909.0
1,3,5,1,1:32.952,92952.0
1,3,6,1,1:32.782,92782.0
1,3,7,10,1:32.588,92588.0
1,3,8,1,1:32.942,92942.0
1,3,9,9,1:32.715,92715.0
1,3,10,4,1:32.682,92682.0
1,3,11,6,1:32.587,92587.0
1,3,12,10,1:32.605,92605.0
1,3,13,8,1:32.657,92657.0
1,3,14,5,1:32.696,92696.0
1,3,15,2,1:32.729,92729.0
1,3,16,3,1:32.849,92849.0
1,3,17,2,1:32.749,92749.0
1,3,18,3,1:32.418,92418.0
1,3,19,6,1:32.555,92555.0
1,3,20,5,1:32.262,92262.0
1,3,21,2,1:32.360,92360.0
1,3,22,1,1:32.502,92502.0
1,3,23,8,1:32.388,92388.0
1,3,24,10,1:32.318,92318.0
1,3,25,4,1:32.488,92488.0
1,3,26,4,1:32.425,92425.0
1,3,27,10,1:32.334,92334.0
1,3,28,5,1:32.261,92261.0
1,3,29,1,1:32.365,92365.0
1,3,30,9,1:32.349,92349.0
1,3,31,2,1:32.331,92331.0
1,3,32,1,1:32.340,92340.0
1,3,33,10,1:32.529,92529.0
1,3,34,8,1:32.194,92194.0
1,3,35,9,1:32.113,92113.0
1,3,36,9,1:32.209,92209.0
1,3,37,1,1:32.417,92417.0
1,3,38,3,1:32.177,92177.0
1,3,39,8,1:31.998,91998.0
1,3,40,8,1:31.989,91989.0
1,3,41,7,1:31.937,91937.0
1,3,42,2,1:31.887,91887.0
1,3,43,7,1:31.773,91773.0
1,3,44,6,1:31.800,91800.0
1,3,45,3,1:31.814,91814.0
1,3,46,9,1:31.829,91829.0
1,3,47,9,1:32.301,92301.0
1,3,48,5,1:31.804,91804.0
1,3,49,6,1:31.977,91977.0
1,3,50,4,1:32.136,92136.0
1,3,51,4,1:31.891,91891.0
1,4,1,8,1:32.231,92231.0
1,4,2,9,1:32.261,92261.0
1,4,3,3,1:32.203,92203.0
1,4,4,3,1:32.395,92395.0
1,4,5,3,1:32.245,92245.0
1,4,6,1,1:32.057,92057.0
1,4,7,2,1:32.326,92326.0
1,4,8,1,1:32.232,92232.0
1,4,9,9,1:31.957,91957.0
1,4,10,9,1:32.213,92213.0
1,4,11,4,1:32.017,92017.0
1,4,12,9,1:32.174,92174.0
1,4,13,7,1:32.141,92141.0
1,4,14,8,1:32.114,92114.0
1,4,15,4,1:32.088,92088.0
1,4,16,6,1:32.287,92287.0
1,4,17,8,1:31.795,91795.0
1,4,18,4,1:32.116,92116.0
1,4,19,1,1:32.122,92122.0
1,4,20,2,1:31.628,91628.0
1,4,21,7,1:31.870,91870.0
1,4,22,3,1:31.639,91639.0
1,4,23,8,1:31.918,91918.0
1,4,24,4,1:31.799,91799.0
1,4,25,3,1:31.672,91672.0
1,4,26,3,1:31.947,91947.0
1,4,27,9,1:31.853,91853.0
1,4,28,5,1:31.916,91916.0
1,4,29,10,1:31.819,91819.0
1,4,30,9,1:31.811,91811.0
1,4,31,6,1:31.850,91850.0
1,4,32,6,1:31.751,91751.0
1,4,33,2,1:31.651,91651.0
1,4,34,8,1:31.585,91585.0
1,4,35,6,1:31.813,91813.0
1,4,36,9,1:31.719,91719.0
1,4,37,7,1:31.843,91843.0
1,4,38,1,1:31.913,91913.0
1,4,39,6,1:31.774,91774.0
1,4,40,10,1:31.431,91431.0
1,4,41,2,1:31.290,91290.0
1,4,42,9,1:31.604,91604.0
1,4,43,10,1:31.491,91491.0
1,4,44,8,1:31.285,91285.0
1,4,45,8,1:31.403,91403.0
1,4,46,6,1:31.310,91310.0
1,4,47,2,1:31.420,91420.0
1,4,48,6,1:31.448,91448.0
1,4,49,7,1:31.092,91092.0
1,4,50,6,1:31.367,91367.0
1,4,51,6,1:31.400,91400.0
1,5,1,9,1:31.968,91968.0
1,5,2,8,1:31.965,91965.0
1,5,3,6,1:31.821,91821.0
1,5,4,4,1:31.898,91898.0
1,5,5,1,1:31.954,91954.0
1,5,6,10,1:31.773,91773.0
1,5,7,2,1:31.877,91877.0
1,5,8,8,1:31.795,91795.0
1,5,9,4,1:31.777,91777.0
1,5,10,8,1:31.969,91969.0
1,5,11,7,1:31.861,91861.0
1,5,12,10,1:31.955,91955.0
1,5,13,5,1:31.945,91945.0
1,5,14,2,1:32.115,92115.0
1,5,15,2,1:31.804,91804.0
1,5,16,2,1:32.013,92013.0
1,5,17,6,1:31.757,91757.0
1,5,18,1,1:31.961,91961.0
1,5,19,5,1:31.604,91604.0
1,5,20,3,1:31.356,
1,5,21,1,1:31.445,91445.0
1,5,22,4,1:31.595,91595.0
1,5,23,6,1:31.557,91557.0
1,5,24,2,1:31.239,91239.0
1,5,25,7,1:31.515,91515.0
1,5,26,3,1:31.555,91555.0
1,5,27,7,1:31.576,91576.0
1,5,28,10,1:31.405,91405.0
1,5,29,7,1:31.493,91493.0
1,5,30,1,1:31.496,91496.0
1,5,31,3,1:31.524,91524.0
1,5,32,3,1:31.431,91431.0
1,5,33,9,1:31.468,91468.0
1,5,34,2,1:31.389,91389.0
1,5,35,10,1:31.491,91491.0
1,5,36,1,1:31.406,91406.0
1,5,37,9,1:31.512,91512.0
1,5,38,7,1:31.249,91249.0
1,5,39,3,1:31.218,91218.0
1,5,40,9,1:31.067,91067.0
1,5,41,10,1:31.230,91230.0
1,5,42,10,1:31.156,91156.0
1,5,43,9,1:31.255,91255.0
1,5,44,9,1:31.108,91108.0
1,5,45,6,1:31.271,91271.0
1,5,46,7,1:31.000,91000.0
1,5,47,9,1:31.021,91021.0
1,5,48,8,1:30.978,90978.0
1,5,49,1,1:31.033,91033.0
1,5,50,8,1:31.275,91275.0
1,5,51,6,1:30.894,90894.0
1,6,1,6,1:32.411,92411.0
1,6,2,5,1:32.583,92583.0
1,6,3,9,1:32.501,92501.0
1,6,4,6,1:32.559,92559.0
1,6,5,6,1:32.666,92666.0
1,6,6,4,1:32.323,92323.0
1,6,7,3,1:32.620,92620.0
1,6,8,7,1:32.618,92618.0
1,6,9,5,1:32.522,92522.0
1,6,10,6,1:32.510,92510.0
1,6,11,2,1:32.694,92694.0
1,6,12,2,1:32.460,92460.0
1,6,13,1,1:32.463,92463.0
1,6,14,4,1:32.334,92334.0
1,6,15,5,1:32.468,92468.0
1,6,16,7,1:32.457,92457.0
1,6,17,9,1:32.312,92312.0
1,6,18,3,1:32.155,92155.0
1,6,19,10,1:32.262,92262.0
1,6,20,1,1:32.113,92113.0
1,6,21,2,1:32.372,92372.0
1,6,22,3,1:32.016,92016.0
1,6,23,6,1:32.166,92166.0
1,6,24,8,1:32.082,92082.0
1,6,25,7,1:32.130,92130.0
1,6,26,4,1:32.059,92059.0
1,6,27,2,1:32.219,92219.0
1,6,28,5,1:32.085,92085.0
1,6,29,10,1:32.388,92388.0
1,6,30,6,1:32.240,92240.0
1,6,31,2,1:32.071,92071.0
1,6,32,10,1:32.045,92045.0
1,6,33,3,1:32.023,92023.0
1,6,34,8,1:32.087,92087.0
1,6,35,4,1:31.926,91926.0
1,6,36,5,1:32.093,92093.0
1,6,37,9,1:32.092,92092.0
1,7,1,4,1:32.171,
1,7,2,5,1:31.925,91925.0
1,7,3,4,1:31.921,91921.0
1,7,4,8,1:31.669,91669.0
1,7,5,4,1:31.861,91861.0
1,7,6,7,1:31.830,91830.0
1,7,7,3,1:31.874,91874.0
1,7,8,8,1:31.905,91905.0
1,7,9,2,1:31.924,91924.0
1,7,10,10,1:32.004,92004.0
1,7,11,6,1:31.694,91694.0
1,7,12,7,1:31.953,91953.0
1,7,13,2,1:31.953,91953.0
1,7,14,4,1:31.724,91724.0
1,7,15,1,1:31.784,91784.0
1,7,16,5,1:31.792,91792.0
1,7,17,5,1:31.709,
1,7,18,3,1:31.632,91632.0
1,7,19,10,1:31.791,91791.0
1,7,20,2,1:31.301,91301.0
1,7,21,3,1:31.416,91416.0
1,7,22,8,1:31.610,
1,7,23,5,1:31.370,91370.0
1,7,24,9,1:31.254,570660.0
1,7,25,9,1:31.478,91478.0
1,7,26,5,1:31.419,91419.0
1,7,27,7,1:31.414,
1,7,28,8,1:31.449,91449.0
1,8,1,10,1:31.760,91760.0
1,8,2,10,1:31.851,91851.0
1,8,3,10,1:31.857,91857.0
1,8,4,1,1:31.751,91751.0
1,8,5,4,1:31.924,570660.0
1,8,6,7,1:31.808,91808.0
1,8,7,10,1:31.885,91885.0
1,8,8,2,1:31.834,91834.0
1,8,9,6,1:31.795,91795.0
1,8,10,2,1:31.827,91827.0
1,8,11,8,1:31.810,91810.0
1,8,12,9,1:31.605,91605.0
1,8,13,7,1:31.921,91921.0
1,8,14,7,1:31.733,91733.0
1,8,15,10,1:31.466,91466.0
1,8,16,7,1:31.608,91608.0
1,8,17,8,1:31.610,91610.0
1,8,18,6,1:31.817,91817.0
1,8,19,8,1:31.582,91582.0
1,8,20,10,1:31.375,91375.0
1,8,21,7,1:31.660,91660.0
1,8,22,2,1:31.312,91312.0
1,8,23,3,1:31.670,91670.0
1,8,24,3,1:31.245,91245.0
1,8,25,1,1:31.384,91384.0
1,8,26,9,1:31.365,91365.0
1,8,27,10,1:31.448,91448.0
1,8,28,3,1:31.198,91198.0
1,8,29,5,1:31.334,91334.0
1,8,30,3,1:31.548,91548.0
1,8,31,6,1:31.311,91311.0
1,8,32,5,1:31.444,91444.0
1,8,33,9,1:31.425,91425.0
1,8,34,10,1:31.161,91161.0
1,8,35,1,1:31.231,91231.0
1,8,36,8,1:31.375,91375.0
1,8,37,8,1:31.393,91393.0
1,8,38,8,1:31.234,91234.0
1,8,39,8,1:31.409,91409.0
1,8,40,10,1:31.104,91104.0
1,8,41,3,1:31.241,91241.0
1,8,42,5,1:31.006,91006.0
1,8,43,1,1:31.083,91083.0
1,8,44,6,1:30.969,90969.0
1,8,45,1,1:30.971,90971.0
1,8,46,7,1:30.978,90978.0
1,8,47,7,1:30.894,90894.0
1,8,48,6,1:30.722,90722.0
1,8,49,4,1:31.309,91309.0
1,8,50,8,1:30.946,90946.0
1,8,51,6,1:30.950,90950.0
1,9,1,7,1:32.625,92625.0
1,9,2,3,1:32.330,92330.0
1,9,3,2,1:32.345,92345.0
1,9,4,6,1:32.147,92147.0
1,9,5,5,1:32.366,92366.0
1,9,6,10,1:32.560,92560.0
1,9,7,2,1:32.309,92309.0
1,9,8,4,1:32.190,92190.0
1,9,9,6,1:32.385,92385.0
1,9,10,1,1:32.202,92202.0
1,9,11,9,1:32.320,92320.0
1,9,12,4,1:32.251,92251.0
1,9,13,10,1:32.079,92079.0
1,9,14,8,1:32.166,92166.0
1,9,15,4,1:32.225,92225.0
1,9,16,9,1:32.054,92054.0
1,9,17,9,1:32.056,92056.0
1,9,18,10,1:32.180,92180.0
1,9,19,3,1:31.927,91927.0
1,9,20,6,1:32.019,92019.0
1,9,21,9,1:31.893,91893.0
1,9,22,3,1:32.071,92071.0
1,9,23,4,1:32.004,92004.0
1,9,24,9,1:32.001,92001.0
1,9,25,3,1:31.997,91997.0
1,9,26,8,1:31.918,
1,9,27,9,1:32.028,92028.0
1,9,28,5,1:32.073,92073.0
1,9,29,3,1:31.852,91852.0
1,9,30,9,1:31.846,91846.0
1,9,31,5,1:31.846,91846.0
1,9,32,2,1:31.985,91985.0
1,9,33,5,1:32.062,92062.0
1,9,34,7,1:31.823,91823.0
1,9,35,10,1:31.904,91904.0
1,9,36,5,1:31.973,91973.0
1,9,37,8,1:31.580,91580.0
1,9,38,2,1:31.748,91748.0
1,9,39,6,1:31.556,570660.0
1,9,40,1,1:31.476,91476.0
1,9,41,8,1:31.554,91554.0
1,9,42,4,1:31.541,91541.0
1,9,43,7,1:31.439,91439.0
1,9,44,4,1:31.680,91680.0
1,9,45,5,1:31.429,91429.0
1,9,46,3,1:31.605,91605.0
1,9,47,3,1:31.504,91504.0
1,9,48,5,1:31.521,91521.0
1,9,49,5,1:31.599,91599.0
1,9,50,9,1:31.505,91505.0
1,9,51,3,1:31.473,91473.0
1,10,1,3,1:31.604,91604.0
1,10,2,10,1:31.425,91425.0
1,10,3,9,1:31.420,91420.0
1,10,4,8,1:31.553,91553.0
1,10,5,4,1:31.604,91604.0
1,10,6,2,1:31.563,91563.0
1,10,7,10,1:31.541,91541.0
1,10,8,2,1:31.611,91611.0
1,10,9,8,1:31.311,91311.0
1,10,10,7,1:31.618,91618.0
1,10,11,3,1:31.632,91632.0
1,10,12,6,1:31.259,91259.0
1,10,13,3,1:31.486,91486.0
1,10,14,9,1:31.682,91682.0
1,10,15,9,1:31.520,91520.0
1,10,16,8,1:31.343,91343.0
1,10,17,3,1:31.443,91443.0
1,10,18,10,1:31.312,91312.0
1,10,19,10,1:31.672,91672.0
1,10,20,10,1:31.314,91314.0
1,10,21,2,1:31.059,91059.0
1,10,22,4,1:31.239,91239.0
1,10,23,3,1:31.207,91207.0
1,10,24,3,1:31.222,91222.0
1,10,25,9,1:31.227,91227.0
1,10,26,1,1:31.171,91171.0
1,10,27,4,1:30.908,90908.0
1,10,28,1,1:31.047,91047.0
1,10,29,9,1:30.952,90952.0
1,10,30,8,1:31.305,91305.0
1,10,31,2,1:31.253,91253.0
1,10,32,9,1:31.244,91244.0
1,10,33,8,1:31.075,91075.0
1,10,34,2,1:30.935,90935.0
1,10,35,8,1:31.105,91105.0
1,10,36,6,1:30.894,90894.0
1,10,37,10,1:31.036,91036.0
1,10,38,1,1:31.250,91250.0
1,10,39,4,1:31.133,91133.0
1,10,40,2,1:30.808,90808.0
1,10,41,5,1:30.775,90775.0
1,10,42,6,1:30.632,90632.0
1,10,43,8,1:30.736,90736.0
1,10,44,1,1:30.596,90596.0
1,10,45,4,1:30.799,90799.0
1,10,46,7,1:30.515,90515.0
1,10,47,1,1:30.707,570660.0
1,10,48,6,1:30.841,90841.0
1,10,49,9,1:30.829,90829.0
1,10,50,3,1:30.596,90596.0
1,10,51,6,1:30.560,90560.0
2,1,1,9,1:19.305,79305.0
2,1,2,7,1:19.376,79376.0
2,1,3,2,1:19.286,79286.0
2,1,4,9,1:19.164,79164.0
2,1,5,8,1:19.413,79413.0
2,1,6,5,1:19.405,79405.0
2,1,7,6,1:19.539,79539.0
2,1,8,6,1:19.065,79065.0
2,1,9,8,1:19.565,79565.0
2,1,10,8,1:19.234,79234.0
2,1,11,10,1:19.271,79271.0
2,1,12,6,1:19.246,79246.0
2,1,13,1,1:19.517,79517.0
2,1,14,5,1:19.558,79558.0
2,1,15,1,1:19.558,79558.0
2,1,16,9,1:19.326,79326.0
2,1,17,8,1:19.303,79303.0
2,1,18,7,1:19.321,79321.0
2,1,19,4,1:19.679,79679.0
2,1,20,4,1:19.152,79152.0
2,1,21,5,1:19.158,79158.0
2,1,22,6,1:18.990,78990.0
2,1,23,5,1:19.135,79135.0
2,1,24,4,1:19.021,79021.0
2,1,25,4,1:19.011,79011.0
2,1,26,4,1:19.042,79042.0
2,1,27,7,1:18.761,78761.0
2,1,28,8,1:19.066,79066.0
2,1,29,3,1:18.805,78805.0
2,1,30,6,1:18.963,78963.0
2,1,31,9,1:18.878,78878.0
2,1,32,10,1:19.053,79053.0
2,1,33,2,1:18.897,78897.0
2,1,34,5,1:18.868,78868.0
2,1,35,3,1:18.963,78963.0
2,1,36,1,1:18.801,78801.0
2,1,37,10,1:18.921,78921.0
2,1,38,9,1:18.679,78679.0
2,1,39,2,1:18.896,78896.0
2,1,40,4,1:18.623,78623.0
2,1,41,8,1:18.638,78638.0
2,1,42,2,1:18.661,78661.0
2,1,43,10,1:18.492,78492.0
2,1,44,6,1:18.477,78477.0
2,1,45,1,1:18.644,78644.0
2,1,46,3,1:18.751,78751.0
2,1,47,6,1:18.293,78293.0
2,1,48,8,1:18.381,78381.0
2,1,49,7,1:18.511,78511.0
2,1,50,1,1:18.521,78521.0
2,1,51,3,1:18.524,78524.0
2,1,52,4,1:18.680,78680.0
2,1,53,6,1:18.442,
2,1,54,9,1:18.595,78595.0
2,1,55,4,1:18.576,78576.0
2,1,56,1,1:18.534,78534.0
2,1,57,8,1:18.704,78704.0
2,1,58,5,1:18.431,78431.0
2,1,59,2,1:18.471,78471.0
2,1,60,4,1:18.096,78096.0
2,1,61,3,1:18.113,78113.0
2,1,62,7,1:18.143,78143.0
2,1,63,5,1:18.292,78292.0
2,1,64,9,1:18.143,78143.0
2,1,65,8,1:18.349,78349.0
2,1,66,6,1:18.374,78374.0
2,1,67,6,1:18.357,78357.0
2,1,68,3,1:17.960,77960.0
2,1,69,2,1:18.074,78074.0
2,1,70,1,1:18.184,78184.0
2,2,1,2,1:19.951,79951.0
2,2,2,2,1:19.934,79934.0
2,2,3,10,1:19.929,79929.0
2,2,4,1,1:19.873,79873.0
2,2,5,5,1:19.841,79841.0
2,2,6,7,1:19.756,79756.0
2,2,7,2,1:19.439,79439.0
2,2,8,9,1:19.828,79828.0
2,2,9,8,1:19.568,79568.0
2,2,10,9,1:19.821,79821.0
2,2,11,10,1:19.619,79619.0
2,2,12,10,1:19.665,79665.0
2,2,13,4,1:19.684,79684.0
2,2,14,1,1:20.003,80003.0
2,2,15,8,1:19.775,79775.0
2,2,16,3,1:19.912,79912.0
2,2,17,10,1:19.590,79590.0
2,2,18,8,1:19.689,79689.0
2,2,19,1,1:19.531,79531.0
2,2,20,9,1:19.416,79416.0
2,2,21,1,1:19.549,79549.0
2,2,22,5,1:19.434,79434.0
2,2,23,2,1:19.410,79410.0
2,2,24,2,1:19.441,79441.0
2,2,25,10,1:19.286,79286.0
2,2,26,8,1:19.273,79273.0
2,2,27,5,1:19.341,79341.0
2,2,28,1,1:19.212,79212.0
2,2,29,5,1:19.430,79430.0
2,2,30,6,1:19.183,79183.0
2,2,31,2,1:19.447,79447.0
2,2,32,6,1:19.395,79395.0
2,2,33,1,1:19.174,79174.0
2,2,34,8,1:19.374,79374.0
2,2,35,8,1:19.399,79399.0
2,2,36,8,1:19.282,79282.0
2,2,37,7,1:19.415,79415.0
2,2,38,8,1:19.480,79480.0
2,2,39,4,1:19.452,79452.0
2,2,40,9,1:19.033,79033.0
2,2,41,6,1:19.130,79130.0
2,2,42,8,1:19.045,79045.0
2,2,43,10,1:19.121,
2,2,44,5,1:19.007,79007.0
2,2,45,4,1:18.957,78957.0
2,2,46,3,1:19.074,79074.0
2,2,47,2,1:19.031,79031.0
2,2,48,2,1:19.063,79063.0
2,2,49,7,1:19.065,79065.0
2,2,50,9,1:19.012,79012.0
2,2,51,4,1:19.131,79131.0
2,2,52,10,1:18.890,78890.0
2,2,53,9,1:18.817,78817.0
2,2,54,2,1:18.812,78812.0
2,2,55,2,1:18.893,78893.0
2,2,56,3,1:18.878,78878.0
2,2,57,3,1:18.951,78951.0
2,2,58,8,1:18.940,78940.0
2,2,59,3,1:18.968,78968.0
2,2,60,8,1:18.393,78393.0
2,2,61,10,1:18.377,78377.0
2,2,62,4,1:18.635,78635.0
2,2,63,7,1:18.748,78748.0
2,2,64,6,1:18.757,78757.0
2,2,65,4,1:18.546,78546.0
2,2,66,6,1:18.657,78657.0
2,2,67,5,1:18.590,78590.0
2,2,68,4,1:18.701,78701.0
2,2,69,5,1:18.671,78671.0
2,2,70,4,1:18.648,78648.0
2,3,1,4,1:19.144,79144.0
2,3,2,1,1:19.303,79303.0
2,3,3,8,1:19.218,79218.0
2,3,4,2,1:19.248,79248.0
2,3,5,5,1:19.062,79062.0
2,3,6,7,1:19.395,79395.0
2,3,7,7,1:19.260,79260.0
2,3,8,5,1:19.217,79217.0
2,3,9,6,1:19.176,79176.0
2,3,10,7,1:19.361,79361.0
2,3,11,9,1:19.315,79315.0
2,3,12,4,1:19.093,79093.0
2,3,13,1,1:19.034,79034.0
2,3,14,2,1:19.209,79209.0
2,3,15,9,1:19.138,79138.0
2,3,16,7,1:19.115,79115.0
2,3,17,2,1:19.103,79103.0
2,3,18,3,1:18.932,78932.0
2,3,19,2,1:19.142,79142.0
2,3,20,5,1:19.025,79025.0
2,3,21,7,1:18.788,78788.0
2,3,22,7,1:19.023,79023.0
2,3,23,1,1:18.825,78825.0
2,3,24,3,1:18.887,78887.0
2,3,25,3,1:18.840,78840.0
2,3,26,5,1:18.770,78770.0
2,3,27,2,1:18.626,78626.0
2,3,28,2,1:18.881,78881.0
2,3,29,5,1:18.723,78723.0
2,3,30,3,1:18.788,78788.0
2,3,31,7,1:18.800,78800.0
2,3,32,1,1:18.692,78692.0
2,3,33,10,1:18.755,78755.0
2,3,34,7,1:18.944,78944.0
2,3,35,8,1:18.864,78864.0
2,3,36,3,1:18.888,78888.0
2,3,37,5,1:18.805,78805.0
2,3,38,4,1:18.795,78795.0
2,3,39,7,1:18.583,78583.0
2,3,40,7,1:18.551,78551.0
2,3,41,9,1:18.363,78363.0
2,3,42,4,1:18.607,78607.0
2,3,43,4,1:18.621,78621.0
2,3,44,2,1:18.402,78402.0
2,3,45,5,1:18.398,78398.0
2,3,46,6,1:18.431,78431.0
2,3,47,9,1:18.547,78547.0
2,3,48,4,1:18.359,
2,3,49,6,1:18.276,78276.0
2,3,50,3,1:18.441,78441.0
2,3,51,1,1:18.289,78289.0
2,3,52,1,1:18.343,78343.0
2,3,53,1,1:18.330,78330.0
2,3,54,4,1:18.567,78567.0
2,3,55,2,1:18.318,78318.0
2,3,56,3,1:18.087,78087.0
2,3,57,9,1:18.299,78299.0
2,3,58,1,1:18.241,78241.0
2,3,59,1,1:18.295,78295.0
2,3,60,6,1:18.221,78221.0
2,3,61,3,1:18.063,78063.0
2,3,62,6,1:18.040,78040.0
2,3,63,8,1:18.249,78249.0
2,3,64,5,1:17.756,77756.0
2,3,65,3,1:17.962,77962.0
2,3,66,10,1:18.021,78021.0
2,3,67,2,1:18.068,78068.0
2,3,68,2,1:17.957,77957.0
2,3,69,2,1:18.118,78118.0
2,3,70,7,1:18.009,78009.0
2,4,1,3,1:19.294,79294.0
2,4,2,5,1:19.208,79208.0
2,4,3,1,1:18.940,78940.0
2,4,4,4,1:18.838,78838.0
2,4,5,5,1:18.954,78954.0
2,4,6,3,1:18.840,78840.0
2,4,7,8,1:18.760,78760.0
2,4,8,2,1:18.852,78852.0
2,4,9,4,1:18.980,78980.0
2,4,10,2,1:18.978,78978.0
2,4,11,4,1:19.022,79022.0
2,4,12,9,1:18.816,78816.0
2,4,13,1,1:18.902,
2,4,14,6,1:18.730,78730.0
2,4,15,9,1:18.931,78931.0
2,4,16,9,1:18.953,78953.0
2,4,17,9,1:19.055,79055.0
2,4,18,9,1:18.984,78984.0
2,4,19,10,1:18.946,78946.0
2,4,20,5,1:18.840,78840.0
2,4,21,6,1:18.452,78452.0
2,4,22,1,1:18.480,78480.0
2,4,23,3,1:18.457,78457.0
2,4,24,2,1:18.417,78417.0
2,4,25,5,1:18.618,78618.0
2,4,26,7,1:18.547,78547.0
2,4,27,9,1:18.471,78471.0
2,4,28,3,1:18.458,78458.0
2,4,29,1,1:18.809,78809.0
2,4,30,10,1:18.563,78563.0
2,4,31,7,1:18.461,78461.0
2,4,32,1,1:18.489,78489.0
2,4,33,10,1:18.185,78185.0
2,4,34,1,1:18.330,78330.0
2,4,35,2,1:18.218,78218.0
2,4,36,2,1:18.336,78336.0
2,4,37,9,1:18.466,78466.0
2,4,38,7,1:18.618,78618.0
2,4,39,6,1:18.549,78549.0
2,4,40,3,1:18.099,78099.0
2,4,41,5,1:18.287,78287.0
2,4,42,1,1:18.122,78122.0
2,4,43,6,1:18.252,78252.0
2,4,44,9,1:18.110,78110.0
2,4,45,10,1:18.025,78025.0
2,4,46,9,1:18.170,78170.0
2,4,47,4,1:18.056,78056.0
2,4,48,7,1:18.147,78147.0
2,4,49,4,1:18.210,78210.0
2,4,50,8,1:18.314,78314.0
2,4,51,9,1:17.999,77999.0
2,4,52,7,1:18.314,78314.0
2,4,53,5,1:18.229,78229.0
2,4,54,4,1:18.104,78104.0
