raceId,driverId,stop,lap,time,duration,milliseconds
3,8,2,45,,19.427,19427.0
3,9,1,29,,23.284,23284.0
3,10,1,21,,24.829,24829.0
3,10,2,34,,21.58,21580.0
3,10,3,48,,24.965,24965.0
4,1,1,55,,24.278,24278.0
4,1,2,59,,22.168,22168.0
4,2,1,19,,25.048,25048.0
4,2,2,30,,24.719,24719.0
4,2,3,43,,19.13,19130.0
4,3,1,11,,27.039,27039.0
4,3,2,13,,24.872,24872.0
4,3,3,18,,22.616,22616.0
4,4,1,59,,20.713,20713.0
4,5,1,36,,23.16,23160.0
4,5,2,37,,23.047,23047.0
4,6,1,38,,23.25,23250.0
4,7,1,20,,27.013,27013.0
4,8,1,11,,22.417,22417.0
4,8,2,19,,23.01,23010.0
4,9,1,27,,24.305,24305.0
4,9,2,42,,24.492,24492.0
4,9,3,47,,22.304,22304.0
4,10,1,36,,25.397,25397.0
4,10,2,38,,22.84,22840.0
4,10,3,46,,22.36,22360.0
5,1,1,56,,23.991,23991.0
5,2,1,45,,21.267,21267.0
5,2,2,48,,22.622,22622.0
5,3,1,40,,18.397,18397.0
5,3,2,48,,27.986,27986.0
5,4,1,18,,22.33,22330.0
5,4,2,58,,18.408,18408.0
5,5,1,12,,25.109,25109.0
5,5,2,24,,21.88,21880.0
5,6,1,41,,25.715,25715.0
5,6,2,58,,24.346,24346.0
5,7,1,16,,23.447,23447.0
5,7,2,42,,24.114,24114.0
5,8,1,25,,16.598,16598.0
5,9,1,23,,24.787,24787.0
5,9,2,31,,22.821,22821.0
5,9,3,32,,22.129,22129.0
5,10,1,17,,24.103,24103.0
5,10,2,55,,26.981,26981.0
6,1,1,33,,24.048,24048.0
6,1,2,38,,21.763,21763.0
6,1,3,43,,19.099,19099.0
6,2,1,43,,20.539,20539.0
6,3,1,27,,24.815,24815.0
6,3,2,31,,20.608,20608.0
6,4,1,41,,24.307,24307.0
6,5,1,12,,25.478,25478.0
6,5,2,15,,22.501,22501.0
6,5,3,46,,18.159,18159.0
6,6,1,10,,21.23,21230.0
6,6,2,15,,26.239,26239.0
6,6,3,22,,22.5,22500.0
6,7,1,31,,23.927,23927.0
6,7,2,34,,19.989,19989.0
6,8,1,39,,22.978,22978.0
6,8,2,42,,24.115,24115.0
6,9,1,21,,18.723,18723.0
6,10,1,27,,23.681,23681.0
6,10,2,43,,23.854,23854.0
7,1,1,19,,23.145,23145.0
7,1,2,32,,22.264,22264.0
7,2,1,44,,18.898,18898.0
7,3,1,19,,21.228,21228.0
7,3,2,23,,27.355,27355.0
7,3,3,34,,22.344,22344.0
7,4,1,38,,21.86,21860.0
7,4,2,39,,25.121,25121.0
7,5,1,19,,19.798,19798.0
7,5,2,41,,23.185,23185.0
7,5,3,44,,21.633,21633.0
7,6,1,12,,24.819,24819.0
7,6,2,20,,28.186,23015.0
7,6,3,44,,19.237,19237.0
7,7,1,14,,21.639,21639.0
7,8,1,10,,19.893,19893.0
7,9,1,13,,16.455999999999996,16456.0
7,9,2,34,,22.338,23015.0
7,9,3,40,,25.029,25029.0
7,10,1,49,,27.337,27337.0
8,1,1,45,,20.482,20482.0
8,1,2,48,,28.598,28598.0
8,2,1,18,,27.274,27274.0
8,2,2,21,,25.377,25377.0
8,2,3,48,,22.896,22896.0
8,3,1,18,,28.045,28045.0
8,4,1,17,,19.264,19264.0
8,4,2,24,,20.138,20138.0
8,4,3,48,,19.476,19476.0
8,5,1,31,,22.249,22249.0
8,5,2,41,,21.961,21961.0
8,6,1,40,,21.502,21502.0
8,7,1,18,,22.773,22773.0
8,8,1,15,,21.423,21423.0
8,8,2,16,,20.442,20442.0
8,8,3,39,,17.065,17065.0
8,9,1,46,,26.164,26164.0
8,10,1,10,,23.084,23084.0
9,1,1,16,,23.465,23465.0
9,1,2,24,,23.778,23778.0
9,1,3,37,,24.313,24313.0
9,2,1,29,,25.295,25295.0
9,3,1,23,,25.245,25245.0
9,4,1,12,,26.747,26747.0
9,5,1,34,,20.938,20938.0
9,5,2,35,,21.71,21710.0
9,6,1,25,,24.243,24243.0
9,6,2,29,,26.199,26199.0
9,6,3,34,,23.189,23189.0
9,7,1,15,,20.815,20815.0
9,8,1,19,,21.037,21037.0
9,9,1,11,,26.755,26755.0
9,9,2,18,,18.917,18917.0
9,9,3,39,,19.781,19781.0
9,10,1,44,,23.517,23517.0
10,1,1,48,,24.248,24248.0
10,2,1,15,,23.702,23702.0
10,2,2,48,,20.829,20829.0
10,3,1,13,,20.16,20160.0
10,3,2,25,,24.748,24748.0
10,3,3,27,,18.814,18814.0
10,4,1,20,,20.263,20263.0
10,4,2,24,,24.532,24532.0
10,5,1,48,,18.788,18788.0
10,6,1,18,,22.881,22881.0
10,6,2,33,,21.099,21099.0
10,6,3,38,,20.931,20931.0
10,7,1,21,,23.024,23024.0
10,7,2,33,,19.519,19519.0
10,7,3,36,,28.412,28412.0
10,8,1,18,,23.399,23399.0
10,8,2,27,,24.91,24910.0
10,9,1,13,,27.953,27953.0
10,9,2,14,,20.005,20005.0
10,9,3,26,,23.683,23683.0
10,10,1,11,,24.634,29636.0
10,10,2,17,,23.421,23421.0
11,1,1,32,,26.178,26178.0
11,2,1,18,,19.78,19780.0
11,2,2,19,,19.562,19562.0
11,3,1,18,,23.217,23217.0
11,3,2,26,,23.104,23104.0
11,4,1,43,,22.97,22970.0
11,4,2,44,,20.317,20317.0
11,5,1,14,,26.818,26818.0
11,5,2,20,,19.689,19689.0
11,5,3,32,,23.902,23902.0
11,6,1,13,,22.758,22758.0
11,6,2,23,,22.04,22040.0
11,6,3,28,,22.586,22586.0
11,7,1,17,,20.373,20373.0
11,7,2,29,,20.564,20564.0
11,7,3,35,,26.849,26849.0
11,8,1,28,,25.0,25000.0
11,8,2,40,,21.521,21521.0
11,9,1,21,,18.912,18912.0
11,9,2,38,,23.763,23763.0
11,9,3,40,,23.05,23050.0
11,10,1,43,,24.655,24655.0
12,1,1,18,,20.337,20337.0
12,1,2,25,,19.391,19391.0
12,2,1,21,,24.668,24668.0
12,3,1,21,,22.091,22091.0
12,3,2,44,,25.161,25161.0
12,4,1,33,,25.486,25486.0
12,5,1,32,,21.591,21591.0
12,5,2,53,,22.353,22353.0
12,6,1,34,,22.587,22587.0
12,6,2,48,,22.065,22065.0
12,6,3,49,,24.419,24419.0
12,7,1,17,,20.855,20855.0
12,8,1,16,,20.856,20856.0
12,8,2,47,,23.642,23642.0
12,9,1,35,,27.421,27421.0
12,9,2,39,,22.19,22190.0
12,9,3,48,,19.781,19781.0
12,10,1,30,,26.381,26381.0
13,1,1,33,,23.436,23436.0
13,1,2,38,,24.155,24155.0
13,2,1,12,,22.707,22707.0
13,2,2,28,,22.948,22948.0
13,2,3,30,,22.755,22755.0
13,3,1,17,,19.973,19973.0
13,3,2,41,,22.856,22856.0
13,3,3,44,,22.961,22961.0
13,4,1,37,,25.812,25812.0
13,5,1,23,,21.846,21846.0
13,6,1,14,,23.103,23103.0
13,6,2,15,,18.894,18894.0
13,6,3,30,,26.202,26202.0
13,7,1,22,,18.533,18533.0
13,7,2,38,,26.8,26800.0
13,7,3,42,,23.251,23251.0
13,8,1,43,,26.517,26517.0
13,9,1,19,,24.331,24331.0
13,10,1,38,,24.334,24334.0
14,1,1,19,,20.678,20678.0
14,2,1,16,,23.74,23740.0
14,2,2,31,,20.612,20612.0
14,2,3,36,,25.105,25105.0
14,3,1,28,,25.195,25195.0
14,3,2,29,,25.871,25871.0
14,4,1,25,,24.04,24040.0
14,4,2,43,,26.24,26240.0
14,5,1,31,,22.808,22808.0
14,5,2,43,,21.643,21643.0
14,6,1,10,,23.004,23004.0
14,6,2,24,,22.757,22757.0
14,6,3,30,,22.526,22526.0
14,7,1,24,,24.981,24981.0
14,7,2,46,,21.591,21591.0
14,8,1,28,,27.067,27067.0
14,8,2,48,,18.454,18454.0
14,9,1,34,,18.937,18937.0
14,9,2,44,,21.864,21864.0
14,10,1,51,,25.039,25039.0
15,1,1,26,,22.755,22755.0
15,1,2,32,,20.363,20363.0
15,1,3,39,,21.779,21779.0
15,2,1,50,,24.144,24144.0
15,3,1,30,,22.014,22014.0
15,3,2,43,,25.035,25035.0
15,3,3,53,,21.844,21844.0
15,4,1,41,,24.549,23015.0
15,4,2,45,,20.884,20884.0
15,4,3,51,,26.155,26155.0
15,5,1,31,,24.356,24356.0
15,6,1,36,,23.802,23802.0
15,7,1,24,,20.845,20845.0
15,7,2,38,,25.01,25010.0
15,7,3,54,,27.563,23015.0
15,8,1,49,,24.845,24845.0
15,9,1,37,,22.457,22457.0
15,10,1,18,,23.57,23570.0
15,10,2,34,,21.828,21828.0
16,1,1,16,,16.455999999999996,16456.0
16,1,2,53,,22.484,22484.0
16,2,1,21,,23.797,23797.0
16,2,2,34,,25.43,25430.0
16,2,3,64,,20.588,20588.0
16,3,1,49,,20.27,20270.0
16,3,2,54,,24.503,24503.0
16,4,1,18,,24.052,24052.0
16,4,2,32,,22.742,22742.0
16,4,3,55,,23.951,23951.0
16,5,1,23,,28.733,28733.0
16,5,2,51,,21.434,21434.0
16,6,1,10,,19.934,19934.0
16,6,2,25,,20.867,20867.0
16,7,1,24,,23.607,23015.0
16,7,2,28,,26.815,26815.0
16,8,1,49,,19.733,19733.0
16,8,2,55,,26.913,26913.0
16,9,1,54,,22.98,22980.0
16,10,1,22,,26.656,26656.0
17,1,1,36,,19.854,19854.0
17,2,1,42,,21.254,21254.0
17,3,1,24,,21.021,21021.0
17,4,1,13,,21.94,21940.0
17,5,1,30,,22.208,22208.0
17,6,1,46,,26.699,26699.0
17,7,1,10,,22.82,22820.0
17,7,2,13,,24.018,24018.0
17,7,3,51,,23.734,23734.0
17,8,1,16,,27.003,27003.0
17,8,2,30,,22.708,22708.0
17,8,3,44,,25.041,25041.0
17,9,1,17,,24.507,24507.0
17,10,1,16,,22.308,22308.0
18,1,1,15,,21.967,21967.0
18,1,2,19,,25.58,25580.0
18,2,1,30,,28.552,28552.0
18,2,2,43,,25.781,25781.0
18,3,1,14,,23.424,23424.0
18,3,2,35,,23.567,23567.0
18,3,3,44,,26.52,26520.0
18,4,1,23,,20.592,20592.0
18,4,2,35,,24.011,24011.0
18,5,1,34,,21.392,21392.0
18,5,2,36,,20.752,20752.0
18,5,3,39,,23.004,23004.0
18,6,1,13,,21.851,21851.0
18,7,1,16,,28.108,28108.0
18,7,2,35,,25.211,25211.0
18,7,3,44,,18.851,18851.0
18,8,1,26,,23.02,23020.0
18,8,2,45,,23.875,23875.0
18,9,1,22,,22.946,22946.0
18,9,2,25,,27.818,27818.0
18,9,3,27,,20.783,20783.0
18,10,1,37,,20.683,20683.0
19,1,1,12,,21.516,21516.0
19,1,2,19,,24.003,24003.0
19,1,3,45,,25.333,25333.0
19,2,1,46,,27.54,27540.0
19,3,1,10,,24.187,24187.0
19,3,2,31,,24.086,24086.0
19,3,3,44,,25.607,25607.0
19,4,1,12,,23.98,23980.0
19,4,2,19,,17.713,17713.0
19,4,3,47,,27.118,27118.0
19,5,1,13,,23.662,23662.0
19,5,2,19,,25.342,25342.0
19,6,1,11,,21.873,21873.0
19,6,2,24,,25.407,25407.0
19,7,1,44,,23.282,23282.0
19,7,2,45,,22.188,22188.0
19,7,3,46,,25.97,25970.0
19,8,1,24,,27.007,27007.0
19,8,2,40,,23.611,23611.0
19,9,1,28,,20.982,20982.0
19,9,2,30,,22.429,22429.0
19,10,1,13,,19.504,19504.0
20,1,1,20,,23.275,23275.0
20,1,2,23,,25.134,25134.0
20,1,3,44,,22.59,22590.0
20,2,1,35,,23.677,23677.0
20,3,1,10,,22.725,22725.0
20,3,2,27,,20.265,20265.0
20,3,3,32,,26.262,26262.0
20,4,1,15,,22.385,22385.0
20,5,1,24,,21.087,21087.0
20,5,2,32,,18.989,18989.0
20,6,1,13,,21.427,21427.0
20,6,2,24,,24.901,24901.0
20,7,1,48,,22.046,22046.0
20,7,2,50,,24.014,24014.0
20,7,3,51,,24.023,24023.0
20,8,1,23,,24.738,24738.0
20,8,2,29,,20.677,20677.0
20,9,1,20,,22.613,22613.0
20,10,1,20,,19.649,19649.0
21,1,1,34,,22.56,22560.0
21,1,2,39,,20.822,20822.0
21,2,1,23,,22.882,22882.0
21,3,1,31,,19.203,19203.0
21,3,2,40,,23.898,23898.0
21,4,1,23,,26.748,26748.0
21,4,2,38,,23.927,23927.0
21,4,3,42,,19.041,19041.0
21,5,1,19,,20.898,20898.0
21,5,2,20,,23.843,23843.0
21,5,3,32,,19.952,19952.0
21,6,1,10,,19.856,19856.0
21,6,2,43,,23.587,23587.0
21,7,1,40,,25.205,25205.0
21,8,1,40,,28.089,28089.0
21,9,1,41,,22.787,22787.0
21,10,1,17,,17.877,17877.0
21,10,2,30,,20.31,20310.0
21,10,3,40,,27.902,27902.0
22,1,1,34,,23.728,23728.0
22,2,1,12,,24.882,24882.0
22,3,1,11,,24.725,24725.0
22,3,2,46,,21.574,21574.0
22,4,1,21,,21.982,21982.0
22,4,2,43,,25.529,25529.0
22,5,1,37,,21.502,21502.0
22,6,1,21,,20.208,20208.0
22,6,2,25,,25.339,25339.0
22,6,3,39,,22.058,22058.0
22,7,1,13,,22.826,22826.0
22,7,2,22,,21.868,21868.0
22,7,3,40,,27.489,27489.0
22,8,1,22,,21.089,21089.0
22,8,2,39,,21.877,21877.0
22,9,1,13,,18.958,18958.0
22,10,1,40,,21.405,21405.0
23,1,1,22,,21.217,21217.0
23,1,2,46,,25.048,25048.0
23,2,1,11,,22.813,22813.0
23,3,1,26,,18.988,18988.0
23,4,1,50,,23.613,23613.0
23,5,1,37,,21.311,21311.0
23,6,1,21,,28.172,28172.0
23,6,2,48,,25.124,25124.0
23,7,1,15,,20.351,20351.0
23,7,2,33,,21.438,21438.0
23,8,1,11,,22.017,22017.0
23,8,2,52,,22.379,22379.0
23,9,1,12,,20.449,20449.0
23,9,2,33,,24.532,24532.0
23,9,3,48,,21.989,21989.0
23,10,1,11,,23.346,23346.0
23,10,2,29,,20.572,20572.0
23,10,3,41,,22.203,22203.0
24,1,1,17,,25.586,25586.0
24,1,2,38,,19.927,19927.0
24,2,1,14,,23.443,23015.0
24,2,2,24,,23.266,23266.0
24,3,1,10,,21.676,21676.0
24,3,2,35,,25.268,25268.0
24,3,3,37,,19.305,19305.0
24,4,1,40,,26.059,26059.0
24,4,2,41,,21.025,21025.0
24,5,1,42,,23.953,23953.0
24,6,1,14,,23.295,23295.0
24,6,2,45,,19.95,19950.0
24,7,1,10,,26.493,26493.0
24,7,2,18,,26.906,26906.0
24,8,1,18,,23.078,23015.0
24,8,2,21,,25.764,25764.0
24,8,3,25,,19.803,19803.0
24,9,1,10,,23.55,23550.0
24,9,2,20,,23.183,23183.0
24,9,3,42,,25.005,25005.0
24,10,1,24,,28.588,28588.0
24,10,2,39,,24.218,24218.0
