resultId,raceId,driverId,constructorId,grid,position,points,laps,statusId,fastestLapTime,rank
228,23,8,2,4.0,1.0,25.0,61.0,1,91.023,4
229,23,9,3,3.0,2.0,18.0,61.0,1,91.507,3
230,23,10,4,2.0,4.0,12.0,61.0,1,91.132,2
231,24,1,1,1.0,5.0,0.0,42.0,7,86.697,8
232,24,2,2,5.0,9.0,2.0,51.0,1,86.747,5
233,24,3,3,10.0,7.0,6.0,51.0,1,86.115,9
234,24,4,4,7.0,8.0,4.0,51.0,1,87.26599999999999,1
235,24,5,5,6.0,5.0,0.0,36.0,5,86.42699999999999,5
236,24,6,6,8.0,5.0,10.0,51.0,1,87.262,5
237,24,7,1,3.0,4.0,12.0,51.0,1,86.983,10
238,24,8,2,4.0,6.0,8.0,51.0,1,86.764,5
239,24,9,3,2.0,10.0,1.0,51.0,1,86.90299999999999,4
240,24,10,4,9.0,3.0,15.0,51.0,1,86.711,3
