Driver,LapNumber,Stint,Compound,Team,compound_medium,compound_soft,driver_alo,driver_bot,driver_dev,driver_gas,driver_ham,driver_hul,driver_lec,driver_mag,driver_nor,driver_oco,driver_per,driver_pia,driver_rus,driver_sai,driver_sar,driver_str,driver_tsu,driver_ver,driver_zho,field_median_lag1,field_pace_trend,form_vs_baseline,gap_expanding,gap_roll3_mean,gap_roll3_std,humidity,is_fresh_tyre,stint_number,team_alphatauri,team_alpine,team_aston_martin,team_ferrari,team_haas_f1_team,team_mclaren,team_mercedes,team_red_bull_racing,team_williams,track_status,tracktemp_dev_x_tyrelife,tyre_life,tyrelife_x_medium,tyrelife_x_soft,wind_speed,target_laptime,target_pit_next_lap,target_laptime_fuel_corrected
ALB,14.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.7305,-0.403499999999994,-2.4240192307692348,0.34251923076922924,1.1559166666666603,2.8047183496446357,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.7721327014217891,3.0,0.0,3.0,0.8,98.472,0,99.26924238580976
ALB,15.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.859,-1.8715000000000117,-0.6774107142857133,0.29041071428571286,0.12741666666666637,2.5060408807187002,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.362843601895719,4.0,0.0,4.0,0.6,99.158,0,100.01656872317976
ALB,16.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.975,0.11599999999999966,-0.10024999999999218,0.2832499999999991,-0.761833333333333,1.177864628611177,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4535545023696415,5.0,0.0,5.0,0.8,99.253,0,100.17289506054973
ALB,17.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.945,-0.030000000000001137,0.02320312500000732,0.2847968749999996,0.03466666666667114,0.37048391777961953,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.3442654028435825,6.0,0.0,6.0,0.6,99.094,0,100.0752213979197
ALB,18.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.996,0.05100000000000193,-0.17580882352941235,0.2738088235294113,0.1963333333333376,0.10563301251660683,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.734976303317513,7.0,0.0,7.0,0.6,99.049,0,100.09154773528971
ALB,19.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.886,-0.10999999999999943,-0.10465277777776705,0.26765277777777796,0.18966666666667228,0.10750968948580147,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.1256872037914434,8.0,0.0,8.0,0.6,99.272,0,100.37587407265968
ALB,20.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.794,-0.09199999999999875,0.19927631578948168,0.27872368421052696,0.2463333333333395,0.2032445161211837,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.616398104265361,9.0,0.0,9.0,0.6,99.299,0,100.46420041002968
ALB,21.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.809,0.015000000000000568,0.200712500000008,0.2892875000000011,0.37700000000000955,0.18542653531789657,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9071090047393113,10.0,0.0,10.0,0.6,99.591,0,100.81752674739964
ALB,22.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.888,0.07900000000000773,0.394011904761893,0.30898809523809573,0.5570000000000022,0.12658198924016292,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9978199052132268,11.0,0.0,11.0,0.4,99.588,0,100.87585308476962
ALB,23.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.913,0.024999999999991473,0.3493749999999968,0.32562500000000033,0.622666666666665,0.11574253035652349,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0885308056871565,12.0,0.0,12.0,0.5,99.802,0,101.15117942213962
ALB,24.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.027,0.11400000000000432,0.42983695652174425,0.34516304347826143,0.7176666666666639,0.051588112325744985,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.12075829383893222,13.0,0.0,13.0,0.8,99.89,0,101.30050575950959
ALB,25.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.947,-0.0799999999999983,0.5729270833333306,0.37007291666666714,0.7976666666666669,0.13543017881304378,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.13004739336500393,14.0,0.0,14.0,0.6,99.832,0,101.30383209687957
ALB,26.0,2.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.066,0.11899999999999977,0.38008999999999105,0.3859100000000001,0.8279999999999982,0.09969453345093594,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.13933649289107564,15.0,0.0,15.0,0.5,102.61,1,104.14315843424956
ALB,27.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5,0.4339999999999975,2.619317307692307,0.49068269230769235,1.6063333333333294,1.3052173509930602,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.009289099526071709,1.0,0.0,0.0,0.6,103.98475,0,105.57923477161954
ALB,28.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.235,-0.26500000000000057,4.10132407407408,0.6484259259259262,2.875249999999999,2.002222936513322,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.018578199052143418,2.0,0.0,0.0,0.8,97.503,0,99.15881110898952
ALB,29.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.474,-0.7609999999999957,-1.5615892857142895,0.5905892857142858,2.2962500000000006,2.94591020526764,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.627867298578213,3.0,0.0,0.0,0.6,98.127,0,99.8441374463595
ALB,30.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.447,-0.027000000000001023,-0.8791896551724211,0.5591896551724137,1.152916666666665,3.1319096045118187,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.4371563981042783,4.0,0.0,0.0,0.6,97.931,0,99.70946378372949
ALB,31.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.39,-0.05700000000000216,-0.984250000000003,0.5252499999999998,-0.583333333333338,0.34284739073432013,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5464454976303443,5.0,0.0,0.0,0.6,98.104,0,99.94379012109947
ALB,32.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.104,-0.28600000000000136,-0.508306451612903,0.508306451612903,-0.2596666666666702,0.2353727540165471,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.8557345971564132,6.0,0.0,0.0,0.6,97.919,0,99.82011645846944
ALB,33.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.902,-0.20199999999999818,-0.47595312500000375,0.49295312499999966,-0.14733333333333576,0.27004505796872746,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.165023696682482,7.0,0.0,0.0,0.6,98.104,0,100.06644279583944
ALB,34.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.775,-0.12699999999999534,-0.15898484848485445,0.48798484848484797,0.1153333333333298,0.18523588565213914,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.474312796208551,8.0,0.0,0.0,0.5,97.961,0,99.98476913320941
ALB,35.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.902,0.12699999999999534,-0.41636764705882545,0.47536764705882295,0.13499999999999565,0.16931627210637334,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.78360189573462,9.0,0.0,0.0,0.4,97.984,0,100.0690954705794
ALB,36.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.87,-0.031999999999996476,-0.3510428571428662,0.4650428571428563,0.16733333333332703,0.142682631505496,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0928909952606887,10.0,0.0,0.0,0.5,98.176,0,100.32242180794938
ALB,37.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.754,-0.11599999999999966,-0.041847222222224256,0.4638472222222213,0.19833333333332823,0.1956433830553284,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.502180094786773,11.0,0.0,0.0,0.4,98.038,0,100.24574814531935
ALB,38.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.831,0.07699999999999818,-0.24990540540541073,0.45690540540540436,0.24766666666666026,0.1579757365336037,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.9114691943128435,12.0,0.0,0.0,0.6,98.33,0,100.59907448268935
ALB,39.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.015,0.1839999999999975,-0.13817105263158014,0.45317105263157786,0.3146666666666628,0.1075003875962033,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.320758293838914,13.0,0.0,0.0,0.6,98.346,0,100.67640082005933
ALB,40.0,3.0,HARD,WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.784,-0.23099999999999454,0.10603846153846025,0.45596153846153736,0.3613333333333297,0.18197893651006491,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,-5.730047393364984,14.0,0.0,0.0,0.4,103.98475,1,106.37647715742932
ALB,41.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98475,6.200749999999999,-0.4445624999999989,0.4445624999999989,0.2923333333333318,0.28168481203879786,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,671.0,-0.6092890995260696,1.0,0.0,1.0,0.1,103.98475,0,106.4378034947993
ALB,42.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98475,0.0,-0.4337195121951209,0.4337195121951209,0.18733333333333255,0.3244708512845685,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.2185781990521392,2.0,0.0,2.0,0.1,97.211,0,99.72537983216927
ALB,43.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.061,-6.923749999999998,-0.276964285714293,0.42696428571428446,0.04999999999999716,0.08660254037843879,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.8278672985782087,3.0,0.0,3.0,0.8,97.144,0,99.71970616953926
ALB,44.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.028,-0.03300000000000125,-0.303732558139534,0.41973255813953364,0.08866666666666372,0.0786468901694963,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.837156398104284,4.0,0.0,4.0,0.3,97.327,0,99.96403250690923
ALB,45.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.219,0.1909999999999883,-0.3046477272727221,0.4126477272727262,0.12466666666666508,0.022300971578231833,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.046445497630344,5.0,0.0,5.0,0.6,97.503,0,100.20135884427923
ALB,46.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.426,0.20700000000000784,-0.3281888888888896,0.40518888888888777,0.10033333333333398,0.0205993527406428,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.855734597156413,6.0,0.0,6.0,0.1,97.577,0,100.3366851816492
ALB,47.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.589,0.1629999999999967,-0.4081195652173907,0.3961195652173902,0.057666666666667275,0.062292321624205955,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-6.365023696682492,7.0,0.0,7.0,0.1,97.545,0,100.36601151901918
ALB,48.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.432,-0.15699999999999648,-0.2770957446808504,0.39009574468084995,0.059333333333332426,0.06434542200757791,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-7.274312796208562,8.0,0.0,8.0,0.3,97.684,0,100.56633785638917
ALB,49.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,0.06799999999999784,-0.20180208333333471,0.3858020833333322,0.09499999999999886,0.09923205127376859,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-8.183601895734633,9.0,0.0,9.0,0.6,97.609,0,100.55266419375914
ALB,50.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.609,0.10899999999999466,-0.37792857142857034,0.37792857142857034,0.09899999999999902,0.0927954740275613,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-9.092890995260703,10.0,0.0,10.0,0.1,97.695,0,100.69999053112913
ALB,51.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.604,-0.0049999999999954525,-0.2811900000000048,0.3721899999999988,0.09166666666666383,0.09200181157636583,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-11.102180094786789,11.0,0.0,11.0,0.1,97.727,0,100.79331686849912
ALB,52.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.706,0.10200000000000387,-0.3443039215686255,0.3653039215686263,0.03733333333333159,0.04764801499887433,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-12.11146919431286,12.0,0.0,12.0,0.1,97.861,0,100.9886432058691
ALB,53.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.589,-0.11700000000000443,-0.09150961538460878,0.36350961538461435,0.1280000000000001,0.129526059154137,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-14.420758293838905,13.0,0.0,13.0,0.4,97.778,0,100.96696954323909
ALB,54.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.778,0.18900000000000716,-0.3566509433962254,0.3566509433962254,0.09766666666666879,0.15134177656329487,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-15.530047393364974,14.0,0.0,14.0,0.3,97.78,0,101.03029588060906
ALB,55.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78,0.001999999999995339,-0.3500462962962953,0.3500462962962953,0.09066666666666852,0.15703927321958147,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-16.639336492891044,15.0,0.0,15.0,0.5,97.803,0,101.11462221797905
ALB,56.0,4.0,SOFT,WILLIAMS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.86,0.0799999999999983,-0.3996454545454557,0.34264545454545353,-0.01900000000000072,0.0329089653438083,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-19.348625592417136,16.0,0.0,16.0,0.6,98.159,0,101.53194855534903
