Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,FreshTyre,Sector1Time,Sector2Time,Sector3Time,SpeedFL,SpeedST,TrackStatus,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,IsPersonalBest
HAM,MERCEDES,33,90.819,2,MEDIUM,6,FALSE,27.233,38.175,25.411,285.0,331.1,1,25.7,38.1,54.2,FALSE,2.7,FALSE
HAM,MERCEDES,34,91.02,2,MEDIUM,7,FALSE,27.314,38.267,25.438,292.9,320.2,1,25.6,37.0,54.7,FALSE,2.3,TRUE
HAM,MERCEDES,35,90.775,2,MEDIUM,8,FALSE,27.232,38.095,25.448,294.2,343.7,1,23.7,40.3,59.3,FALSE,1.9,FALSE
HAM,MERCEDES,36,91.0,2,MEDIUM,9,FALSE,27.287,38.245,25.469,285.6,314.9,1,25.1,41.2,65.8,FALSE,1.4,FALSE
HAM,MERCEDES,37,91.082,2,MEDIUM,10,FALSE,27.338,38.229,25.515,295.2,322.8,1,24.4,41.0,55.7,FALSE,3.5,FALSE
HAM,MERCEDES,38,91.228,2,MEDIUM,11,FALSE,27.36,38.376,25.493,298.8,311.8,1,22.9,34.8,36.0,FALSE,2.0,FALSE
HAM,MERCEDES,39,91.008,2,MEDIUM,12,FALSE,27.329,38.201,25.478,282.8,301.1,1,24.6,38.6,45.7,FALSE,5.9,FALSE
HAM,MERCEDES,40,91.196,2,MEDIUM,13,FALSE,27.311,38.306,25.58,292.8,322.6,1,21.1,41.1,49.3,FALSE,5.0,FALSE
HAM,MERCEDES,41,91.01,2,MEDIUM,14,FALSE,27.313,38.214,25.483,281.0,339.7,1,26.3,39.8,48.2,FALSE,3.6,FALSE
HAM,MERCEDES,42,91.229,2,MEDIUM,15,FALSE,27.422,38.395,25.601,291.5,308.6,1,25.2,40.5,45.3,FALSE,1.8,FALSE
HAM,MERCEDES,43,91.569,2,MEDIUM,16,FALSE,27.401,38.456,25.712,281.8,310.9,1,23.0,38.1,53.1,FALSE,4.3,FALSE
HAM,MERCEDES,44,91.139,2,MEDIUM,17,FALSE,27.339,38.286,25.513,296.9,329.8,1,24.1,37.0,61.0,FALSE,2.7,FALSE
HAM,MERCEDES,45,91.428,2,MEDIUM,18,FALSE,27.434,38.44,25.554,286.2,303.8,1,25.1,36.9,65.3,FALSE,3.0,FALSE
HAM,MERCEDES,46,91.283,2,MEDIUM,19,FALSE,27.429,38.334,25.52,290.4,330.5,1,22.9,38.1,48.3,FALSE,3.9,FALSE
HAM,MERCEDES,47,91.432,2,MEDIUM,20,FALSE,27.428,38.465,25.54,282.8,336.1,1,24.1,40.6,52.3,FALSE,0.6,FALSE
HAM,MERCEDES,48,91.625,2,MEDIUM,21,FALSE,27.508,38.471,25.646,281.3,310.2,1,26.1,42.0,49.3,FALSE,1.5,FALSE
HAM,MERCEDES,49,91.742,2,MEDIUM,22,FALSE,27.524,38.55,25.667,281.1,313.2,1,25.1,38.5,49.6,FALSE,3.1,FALSE
HAM,MERCEDES,50,91.811,2,MEDIUM,23,FALSE,27.582,38.576,25.653,295.9,310.6,1,23.6,38.0,40.4,FALSE,3.4,FALSE
HAM,MERCEDES,51,91.881,2,MEDIUM,24,FALSE,27.59,38.644,25.647,291.4,324.7,1,24.3,34.0,47.7,FALSE,4.1,FALSE
HAM,MERCEDES,52,91.229,2,MEDIUM,25,FALSE,27.509,38.582,25.749,287.6,321.9,1,24.3,33.9,41.6,FALSE,1.1,FALSE
HAM,MERCEDES,53,91.829,2,MEDIUM,26,FALSE,27.58,38.571,25.678,297.7,322.1,1,24.0,36.0,44.8,FALSE,0.8,FALSE
HAM,MERCEDES,54,91.852,2,MEDIUM,27,FALSE,27.598,38.587,25.667,281.1,334.9,1,21.5,39.0,62.4,FALSE,5.1,FALSE
HAM,MERCEDES,55,91.823,2,MEDIUM,28,FALSE,27.577,38.505,25.741,296.7,319.6,1,22.6,40.5,59.2,FALSE,5.5,FALSE
VER,RED BULL,1,90.301,1,SOFT,1,TRUE,27.107,37.871,25.323,269.36249999999995,324.7,1,24.6,36.3,52.4,FALSE,4.2,FALSE
VER,RED BULL,2,90.353,1,SOFT,2,FALSE,27.077,37.972,25.304,272.3,318.1,1,22.9,37.6,67.6,FALSE,4.8,FALSE
VER,RED BULL,3,90.603,1,SOFT,3,FALSE,27.125,38.037,25.441,281.5,322.3,1,23.6,36.9,50.5,FALSE,5.8,FALSE
VER,RED BULL,4,90.234,1,SOFT,4,FALSE,27.068,37.898,25.268,289.5,314.1,1,25.6,36.1,38.6,FALSE,4.0,FALSE
VER,RED BULL,5,90.652,1,SOFT,5,FALSE,27.193,38.085,25.374,304.9,321.2,1,25.0,40.3,54.5,FALSE,4.5,FALSE
VER,RED BULL,6,90.707,1,SOFT,6,FALSE,27.175,38.088,25.444,273.0,326.1,1,22.9,39.6,62.3,FALSE,1.8,FALSE
VER,RED BULL,7,90.775,1,SOFT,7,FALSE,27.207,38.113,25.456,293.7,309.1,1,25.2,38.3,42.0,FALSE,6.0,FALSE
VER,RED BULL,8,90.94,1,SOFT,8,FALSE,27.221,38.204,25.516,282.4,316.6,1,22.6,37.1,36.7,FALSE,2.5,FALSE
VER,RED BULL,9,90.967,1,SOFT,9,FALSE,27.32,38.219,25.429,294.0,332.8,1,23.1,39.0,57.9,FALSE,3.3,FALSE
VER,RED BULL,10,91.028,1,SOFT,10,FALSE,27.382,38.302,25.345,272.4,328.8,1,22.7,39.3,44.2,FALSE,4.5,FALSE
VER,RED BULL,11,91.447,1,SOFT,11,FALSE,27.441,38.463,25.542,284.0,338.8,1,23.9,34.7,48.9,FALSE,5.1,FALSE
VER,RED BULL,12,91.376,1,SOFT,12,FALSE,27.416,38.312,25.648,306.2,339.0,1,26.2,39.1,44.1,FALSE,2.5,FALSE
VER,RED BULL,13,91.557,1,SOFT,13,FALSE,27.432,38.44,25.685,292.8,314.5,1,25.1,43.1,43.2,FALSE,3.4,FALSE
VER,RED BULL,14,91.671,1,SOFT,14,FALSE,27.465,38.487,25.719,284.6,317.8,1,24.5,40.7,40.5,FALSE,4.3,FALSE
VER,RED BULL,15,91.735,1,SOFT,15,FALSE,27.546,38.509,25.68,288.7,315.7,1,25.3,33.3,37.4,FALSE,3.6,FALSE
VER,RED BULL,16,91.908,1,SOFT,16,FALSE,27.597,38.545,25.766,283.0,339.4,1,21.4,36.5,52.8,FALSE,4.0,FALSE
VER,RED BULL,17,91.645,1,SOFT,17,FALSE,27.497,38.514,25.634,287.5,310.9,1,23.3,34.9,48.2,FALSE,5.7,FALSE
VER,RED BULL,18,91.983,1,SOFT,18,FALSE,27.534,38.576,25.873,299.9,318.1,1,24.6,34.2,55.0,FALSE,3.6,FALSE
VER,RED BULL,19,92.067,1,SOFT,19,FALSE,27.62,38.703,25.744,285.4,296.8,1,22.5,39.3,56.8,FALSE,1.7,FALSE
VER,RED BULL,20,92.021,1,SOFT,20,FALSE,27.641,38.63,25.749,280.5,328.6,1,22.9,38.5,68.1,FALSE,5.1,FALSE
VER,RED BULL,21,92.485,1,SOFT,21,FALSE,27.759,38.835,25.891,286.6,322.2,1,24.2,39.8,38.4,FALSE,0.9,FALSE
VER,RED BULL,22,91.953,1,SOFT,22,FALSE,27.592,38.598,25.762,294.2,306.5,1,22.7,38.1,60.1,FALSE,2.2,FALSE
VER,RED BULL,23,92.457,1,SOFT,23,FALSE,27.749,38.847,25.861,288.8,322.5,1,23.6,35.4,64.1,FALSE,5.7,FALSE
VER,RED BULL,24,92.67,1,SOFT,24,FALSE,27.832,38.99,25.848,291.9,321.8,1,23.4,41.1,63.2,FALSE,4.0,FALSE
VER,RED BULL,25,92.445,1,SOFT,25,FALSE,27.777,38.843,25.825,301.0,314.9,1,23.7,33.8,65.6,FALSE,5.6,FALSE
VER,RED BULL,26,92.619,1,SOFT,26,FALSE,27.757,38.874,25.987,290.1,327.9,1,23.5,39.8,69.4,FALSE,0.2,FALSE
VER,RED BULL,27,92.355,1,SOFT,27,FALSE,27.714,38.767,25.874,290.7,313.3,1,23.6,39.0,66.7,FALSE,5.7,FALSE
VER,RED BULL,28,90.618,2,MEDIUM,1,TRUE,27.173,38.072,25.372,281.2,331.5,1,21.3,37.6,35.8,FALSE,5.8,FALSE
VER,RED BULL,29,90.792,2,MEDIUM,2,FALSE,27.262,38.139,25.39,289.5,319.1,1,24.0,40.4,39.9,FALSE,3.1,FALSE
VER,RED BULL,30,90.902,2,MEDIUM,3,FALSE,27.302,38.145,25.455,298.9,318.3,1,22.6,39.9,45.5,FALSE,2.1,FALSE
VER,RED BULL,31,90.959,2,MEDIUM,4,FALSE,27.235,38.219,25.505,288.3,325.2,1,20.7,42.0,54.4,FALSE,5.8,TRUE
VER,RED BULL,32,90.995,2,MEDIUM,5,FALSE,27.294,38.265,25.436,288.1,336.4,1,23.7,38.0,38.4,FALSE,0.3,FALSE
VER,RED BULL,33,90.745,2,MEDIUM,6,FALSE,27.274,38.119,25.351,287.1,319.1,1,26.5,40.0,55.7,FALSE,0.9,FALSE
VER,RED BULL,34,90.885,2,MEDIUM,7,FALSE,27.276,38.104,25.505,285.3,321.1,1,25.1,36.8,55.3,FALSE,5.8,FALSE
VER,RED BULL,35,91.091,2,MEDIUM,8,FALSE,27.28,38.297,25.514,292.3,308.9,1,24.8,35.9,36.7,FALSE,2.0,FALSE
VER,RED BULL,36,90.783,2,MEDIUM,9,FALSE,27.241,38.185,25.357,286.4,296.9,1,23.3,37.8,61.6,FALSE,0.8,FALSE
VER,RED BULL,37,91.135,2,MEDIUM,10,FALSE,27.329,38.287,25.519,293.6,317.9,1,23.6,36.4,65.0,FALSE,4.4,FALSE
VER,RED BULL,38,91.346,2,MEDIUM,11,FALSE,27.402,38.313,25.631,288.7,327.3,1,24.3,35.3,47.1,FALSE,2.6,FALSE
VER,RED BULL,39,91.679,2,MEDIUM,12,FALSE,27.495,38.46,25.724,288.7,320.7,1,21.6,39.7,67.4,FALSE,2.2,FALSE
VER,RED BULL,40,91.129,2,MEDIUM,13,FALSE,27.3,38.287,25.542,290.7,317.8,1,24.5,37.0,69.6,FALSE,0.2,TRUE
VER,RED BULL,41,91.229,2,MEDIUM,14,FALSE,27.425,38.352,25.589,287.7,314.2,1,23.1,40.0,36.6,FALSE,3.9,FALSE
VER,RED BULL,42,91.519,2,MEDIUM,15,FALSE,27.489,38.443,25.587,305.5,298.9,1,23.0,39.6,51.2,FALSE,4.9,FALSE
VER,RED BULL,43,91.67,2,MEDIUM,16,FALSE,27.503,38.494,25.673,289.6,328.5,1,25.6,34.5,60.3,FALSE,5.1,FALSE
VER,RED BULL,44,91.8,2,MEDIUM,17,FALSE,27.537,38.563,25.7,288.6,316.3,1,22.9,42.2,54.2,FALSE,2.0,FALSE
VER,RED BULL,45,91.643,2,MEDIUM,18,FALSE,27.505,38.527,25.611,292.2,317.5,1,23.7,38.7,36.7,FALSE,4.8,FALSE
VER,RED BULL,46,91.699,2,MEDIUM,19,FALSE,27.514,38.51,25.674,296.7,312.6,1,24.9,41.1,56.9,FALSE,0.0,FALSE
VER,RED BULL,47,91.608,2,MEDIUM,20,FALSE,27.463,38.505,25.64,287.9,317.2,1,25.6,37.8,50.3,FALSE,5.4,FALSE
VER,RED BULL,48,91.229,2,MEDIUM,21,FALSE,27.545,38.515,25.627,278.8,315.1,1,22.1,39.3,53.8,FALSE,0.1,FALSE
VER,RED BULL,49,91.592,2,MEDIUM,22,FALSE,27.476,38.449,25.667,297.4,316.1,1,24.7,36.8,51.8,FALSE,1.2,FALSE
VER,RED BULL,50,91.9,2,MEDIUM,23,FALSE,27.62,38.555,25.725,279.8,324.7,1,26.4,40.1,45.0,FALSE,5.8,FALSE
VER,RED BULL,51,91.94,2,MEDIUM,24,FALSE,27.588,38.624,25.728,296.0,295.6,1,20.9,35.0,48.7,FALSE,5.5,FALSE
VER,RED BULL,52,92.156,2,MEDIUM,25,FALSE,27.641,38.711,25.804,297.5,341.3,1,23.9,38.5,39.0,FALSE,3.8,FALSE
VER,RED BULL,53,91.895,2,MEDIUM,26,FALSE,27.591,38.607,25.697,297.6,322.5,1,25.7,35.5,49.9,FALSE,4.8,TRUE
VER,RED BULL,54,91.966,2,MEDIUM,27,FALSE,27.645,38.603,25.718,293.8,324.2,1,24.1,36.0,64.7,FALSE,5.8,FALSE
VER,RED BULL,55,91.944,2,MEDIUM,28,FALSE,27.547,38.645,25.752,294.9,319.6,1,23.2,31.100000000000005,49.9,FALSE,5.3,FALSE
LEC,FERRARI,1,89.518875,1,SOFT,1,TRUE,26.858,37.58025000000001,25.076,291.4,307.7,1,25.8,37.1,69.4,FALSE,2.7,FALSE
LEC,FERRARI,2,89.692,1,SOFT,2,FALSE,26.868,37.64,25.184,299.7,336.1,1,23.1,40.7,61.8,FALSE,2.3,FALSE
LEC,FERRARI,3,90.053,1,SOFT,3,FALSE,26.955,37.811,25.287,284.9,328.0,1,25.1,40.5,67.3,FALSE,0.1,FALSE
LEC,FERRARI,4,90.065,1,SOFT,4,FALSE,27.008,37.812,25.245,272.1,330.8,1,22.5,37.9,52.2,FALSE,1.9,FALSE
LEC,FERRARI,5,90.494,1,SOFT,5,FALSE,27.18,37.982,25.332,286.4,330.5,1,25.3,39.0,37.8,FALSE,1.6,FALSE
LEC,FERRARI,6,90.494,1,SOFT,6,FALSE,27.153,38.002,25.339,288.3,325.2,1,21.3,37.0,66.6,FALSE,1.2,FALSE
LEC,FERRARI,7,90.261,1,SOFT,7,FALSE,27.063,37.912,25.285,294.3,323.9,1,25.5,37.0,53.7,FALSE,0.6,FALSE
LEC,FERRARI,8,90.602,1,SOFT,8,FALSE,27.154,38.074,25.374,285.0,321.4,1,21.7,42.4,54.8,FALSE,4.5,FALSE
LEC,FERRARI,9,90.237,1,SOFT,9,FALSE,27.078,37.906,25.252,294.8,324.7,1,22.6,38.0,47.9,FALSE,3.9,FALSE
LEC,FERRARI,10,90.538,1,SOFT,10,FALSE,27.151,38.053,25.334,297.5,326.5,1,23.6,38.2,51.5,FALSE,4.1,FALSE
LEC,FERRARI,11,90.714,1,SOFT,11,FALSE,27.249,38.09,25.375,282.1,316.8,1,26.9,36.1,54.7,FALSE,0.4,FALSE
LEC,FERRARI,12,90.851,1,SOFT,12,FALSE,27.245,38.139,25.467,293.5,309.9,1,25.7,36.6,53.8,FALSE,3.4,FALSE
LEC,FERRARI,13,90.82,1,SOFT,13,FALSE,27.276,38.163,25.381,281.0,305.8,1,22.3,36.0,69.6,FALSE,0.9,FALSE
LEC,FERRARI,14,90.811,1,SOFT,14,FALSE,27.235,38.128,25.448,277.8,332.2,1,22.4,34.9,59.3,FALSE,2.0,FALSE
LEC,FERRARI,15,91.095,1,SOFT,15,FALSE,27.375,38.242,25.478,276.6,325.6,1,23.5,39.6,56.5,FALSE,4.2,TRUE
LEC,FERRARI,16,91.026,1,SOFT,16,FALSE,27.341,38.263,25.421,296.7,322.9,1,22.7,38.8,45.6,FALSE,5.1,FALSE
LEC,FERRARI,17,91.505,1,SOFT,17,FALSE,27.473,38.452,25.58,291.8,328.0,1,28.0,36.3,68.0,FALSE,2.4,FALSE
LEC,FERRARI,18,91.172,1,SOFT,18,FALSE,27.324,38.294,25.554,274.0,313.4,1,22.3,37.0,46.4,FALSE,4.0,FALSE
LEC,FERRARI,19,90.2,2,MEDIUM,1,TRUE,27.051,37.882,25.267,283.9,321.5,1,23.5,33.8,48.2,FALSE,1.3,FALSE
LEC,FERRARI,20,90.177,2,MEDIUM,2,FALSE,26.999,37.921,25.256,305.0,330.8,1,26.2,37.6,63.8,FALSE,4.9,FALSE
LEC,FERRARI,21,90.327,2,MEDIUM,3,FALSE,27.096,37.964,25.267,293.5,317.6,1,26.5,34.8,67.9,FALSE,1.1,FALSE
LEC,FERRARI,22,90.073,2,MEDIUM,4,FALSE,27.018,37.849,25.207,294.9,331.9,1,24.8,35.6,45.5,FALSE,2.1,FALSE
LEC,FERRARI,23,90.421,2,MEDIUM,5,FALSE,27.113,37.927,25.382,291.4,304.9,1,22.4,38.4,57.9,FALSE,5.7,FALSE
LEC,FERRARI,24,90.415,2,MEDIUM,6,FALSE,27.177,37.996,25.243,284.0,315.3,1,24.4,38.0,61.9,FALSE,4.3,FALSE
LEC,FERRARI,25,90.629,2,MEDIUM,7,FALSE,27.189,38.004,25.436,310.0625,316.5,1,23.3,38.9,44.1,FALSE,5.8,FALSE
LEC,FERRARI,26,90.671,2,MEDIUM,8,FALSE,27.221,38.058,25.392,271.3,323.7,1,22.4,34.0,49.8,FALSE,0.8,FALSE
LEC,FERRARI,27,90.674,2,MEDIUM,9,FALSE,27.196,38.034,25.443,296.1,326.0,1,22.4,42.7,65.0,FALSE,1.2,FALSE
LEC,FERRARI,28,90.414,2,MEDIUM,10,FALSE,27.11,37.992,25.313,298.3,312.9,1,23.0,34.8,50.4,FALSE,1.3,FALSE
LEC,FERRARI,29,90.423,2,MEDIUM,11,FALSE,27.121,37.977,25.324,293.8,301.8,1,25.1,37.3,65.6,FALSE,4.3,FALSE
LEC,FERRARI,30,90.749,2,MEDIUM,12,FALSE,27.194,38.114,25.441,286.0,321.8,1,22.8,36.8,44.9,FALSE,4.4,FALSE
LEC,FERRARI,31,90.445,2,MEDIUM,13,FALSE,27.147,38.043,25.255,286.6,324.2,1,23.4,31.8,60.4,FALSE,5.9,FALSE
LEC,FERRARI,32,90.765,2,MEDIUM,14,FALSE,27.204,38.145,25.416,282.5,322.8,1,24.0,36.1,53.4,FALSE,5.3,FALSE
LEC,FERRARI,33,90.986,2,MEDIUM,15,FALSE,27.298,38.175,25.513,282.1,330.6,1,25.2,35.2,44.0,FALSE,3.7,FALSE
LEC,FERRARI,34,90.61,2,MEDIUM,16,FALSE,27.179,38.054,25.377,286.8,307.4,1,24.4,36.6,46.7,FALSE,4.6,FALSE
LEC,FERRARI,35,91.052,2,MEDIUM,17,FALSE,27.293,38.221,25.538,290.4,327.3,1,23.7,38.3,53.2,FALSE,5.5,TRUE
LEC,FERRARI,36,90.999,2,MEDIUM,18,FALSE,27.25,38.259,25.491,301.6,321.5,1,25.6,38.4,51.1,FALSE,0.3,FALSE
LEC,FERRARI,37,90.569,3,HARD,1,TRUE,27.213,38.072,25.284,302.4,334.8,1,24.9,35.7,63.3,FALSE,5.8,FALSE
LEC,FERRARI,38,90.445,3,HARD,2,FALSE,27.157,37.971,25.316,296.1,339.7,1,22.6,37.1,44.0,FALSE,4.2,FALSE
LEC,FERRARI,39,90.634,3,HARD,3,FALSE,27.195,38.063,25.377,275.4,320.2,1,24.3,41.5,69.9,FALSE,3.8,FALSE
LEC,FERRARI,40,90.402,3,HARD,4,FALSE,27.158,37.974,25.27,294.9,318.5,1,23.5,34.0,43.2,FALSE,4.2,FALSE
LEC,FERRARI,41,90.495,3,HARD,5,FALSE,27.129,37.97,25.396,288.2,334.1,1,25.0,36.3,41.6,FALSE,1.8,FALSE
LEC,FERRARI,42,90.612,3,HARD,6,FALSE,27.173,38.041,25.398,288.1,310.2,1,24.4,39.0,36.2,FALSE,0.1,FALSE
LEC,FERRARI,43,90.635,3,HARD,7,FALSE,27.191,38.12,25.325,278.6,299.7,1,24.8,37.4,64.7,FALSE,1.9,FALSE
LEC,FERRARI,44,90.829,3,HARD,8,FALSE,27.218,38.151,25.46,306.4,307.5,1,23.9,35.4,46.3,FALSE,2.9,FALSE
LEC,FERRARI,45,90.735,3,HARD,9,FALSE,27.261,38.111,25.363,281.7,324.5,1,26.9,34.5,45.6,FALSE,0.1,FALSE
LEC,FERRARI,46,90.81,3,HARD,10,FALSE,27.261,38.196,25.354,289.6,311.6,1,24.1,41.8,49.5,FALSE,4.3,TRUE
LEC,FERRARI,47,91.229,3,HARD,11,FALSE,27.218,38.15,25.4,285.9,317.9,1,21.5,37.4,67.0,FALSE,4.6,FALSE
LEC,FERRARI,48,90.629,3,HARD,12,FALSE,27.199,38.08,25.35,284.2,322.0,1,23.2,37.4,35.2,FALSE,2.6,FALSE
LEC,FERRARI,49,91.136,3,HARD,13,FALSE,27.334,38.282,25.519,300.1,330.7,1,22.5,36.7,64.7,FALSE,4.5,FALSE
LEC,FERRARI,50,90.927,3,HARD,14,FALSE,27.271,38.19,25.466,292.0,323.2,1,20.1,36.6,51.4,FALSE,5.1,FALSE
LEC,FERRARI,51,90.581,3,HARD,15,FALSE,27.227,38.028,25.326,285.7,327.1,1,23.6,39.5,62.4,FALSE,4.6,FALSE
LEC,FERRARI,52,91.072,3,HARD,16,FALSE,27.304,38.174,25.594,290.2,329.4,1,22.9,35.2,58.7,FALSE,3.5,FALSE
LEC,FERRARI,53,90.856,3,HARD,17,FALSE,27.277,38.144,25.435,295.4,306.0,1,27.7,35.7,37.6,FALSE,5.2,FALSE
LEC,FERRARI,54,91.042,3,HARD,18,FALSE,27.396,38.22,25.425,274.2,320.0,1,22.9,35.5,55.0,FALSE,1.4,FALSE
LEC,FERRARI,55,91.082,3,HARD,19,FALSE,27.278,38.237,25.567,296.1,308.3,1,24.6,35.6,50.9,FALSE,2.9,FALSE
NOR,MCLAREN,1,90.472,1,SOFT,1,TRUE,27.135,37.959,25.379,278.7,340.7,1,22.7,33.0,35.5,FALSE,4.8,FALSE
NOR,MCLAREN,2,90.553,1,SOFT,2,FALSE,27.127,37.969,25.457,289.0,331.1,1,23.3,38.4,67.4,FALSE,2.5,FALSE
NOR,MCLAREN,3,90.558,1,SOFT,3,FALSE,27.191,38.047,25.32,291.5,306.6,1,26.7,38.0,58.0,FALSE,4.8,FALSE
NOR,MCLAREN,4,90.719,1,SOFT,4,FALSE,27.233,38.158,25.327,294.2,317.2,1,22.3,35.2,41.1,FALSE,2.7,FALSE
NOR,MCLAREN,5,90.782,1,SOFT,5,FALSE,27.228,38.095,25.459,275.7,328.5,1,25.0,37.0,43.9,FALSE,3.0,FALSE
NOR,MCLAREN,6,91.001,1,SOFT,6,FALSE,27.294,38.205,25.501,283.4,324.8,1,26.6,38.1,68.5,FALSE,3.5,FALSE
NOR,MCLAREN,7,90.731,1,SOFT,7,FALSE,27.198,38.136,25.397,288.2,330.8,1,22.7,39.3,50.3,FALSE,2.9,FALSE
NOR,MCLAREN,8,91.196,1,SOFT,8,FALSE,27.316,38.323,25.556,290.5,326.6,1,25.1,38.5,51.2,FALSE,3.1,FALSE
NOR,MCLAREN,9,90.868,1,SOFT,9,FALSE,27.256,38.146,25.467,290.3,334.1,1,26.1,40.5,65.9,FALSE,5.1,FALSE
