LapNumber,LapTime,Stint,TyreLife,Sector1Time,Sector2Time,Sector3Time,SpeedFL,SpeedST,AirTemp,TrackTemp,Humidity,WindSpeed,Driver_ALO,Driver_GAS,Driver_HAM,Driver_LEC,Driver_NOR,Driver_PER,Driver_PIA,Driver_RUS,Driver_SAI,Driver_VER,Team_ALPINE,Team_ASTON MARTIN,Team_FERRARI,Team_MCLAREN,Team_MERCEDES,Team_RED BULL,Compound_HARD,Compound_MEDIUM,Compound_SOFT,FreshTyre_FALSE,FreshTyre_TRUE,TrackStatus_1,Rainfall_FALSE,IsPersonalBest_FALSE,IsPersonalBest_TRUE
-1.0708993401928104,-0.1788294305853331,-1.083073888747854,-0.07366050085341637,-0.3322695005134377,-0.03388569341387561,-0.18242231977917425,1.0405822919051952,-0.5233416493150473,-0.7693668445140185,1.3455148282231775,-0.7361955584375366,-0.8692935846028131,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-1.0079052613579391,0.08637829286061277,-1.083073888747854,0.07207070587096844,0.0136365862787277,-0.1334164350835218,0.5179261568485214,0.07415803368963239,-0.14137379575269968,-0.6278445152555853,0.978434889967845,0.27503236449341256,-0.29137569323142765,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.944911182523068,0.17701890720290078,-1.083073888747854,0.21780191259535323,-0.06872200581464966,0.04972012958863512,0.6532876271210997,-0.8541178985437429,-0.14137379575269968,-0.8401280091432326,0.978434889967845,1.5043682708016242,0.4021257764142347,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.8819171036881969,0.4355125110679285,-1.083073888747854,0.36353311931973803,0.7493733423128727,0.43191817760008444,0.11772702734697207,0.13773857699328812,0.692924410712421,-1.4769784908061745,0.6113549517125153,-0.12152760528343011,0.3443339872770961,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,True
-0.8189230248533256,0.5009751769818032,-1.083073888747854,0.5092643260441229,0.3595426730709126,0.3483123545975737,0.88869887976906,0.9388534226193519,1.6478440446182872,-0.9108891737724493,0.32584833306948235,0.3246023607155179,0.9222518786484815,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.7559289460184544,-0.04286850907190107,-1.083073888747854,0.6549955327685076,0.3101275178148862,0.4597867852676069,0.1942356844575707,0.5192218368152226,-0.6540148623758513,1.424229258991666,0.16270169384488878,1.058238304802676,1.5001697700198668,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.6929348671835832,0.7309337726279703,-1.083073888747854,0.8007267394928924,0.5187692844514357,0.6070922829386878,1.1358806950494331,0.9134212052978837,0.7833904812929802,0.7873787773287266,0.5705682919063669,-0.31980759017185145,-0.4647510606428434,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.629940788348712,0.7074343540947925,-1.083073888747854,0.9464579462172773,0.8042790703751308,0.487655392935101,0.9298958489824625,2.3884898099427,1.1553065492352637,-1.2646949969185273,0.7337149311309604,0.5030543471150969,-0.4647510606428434,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.5669467095138409,1.0146053249214113,-1.083073888747854,1.092189152941662,0.9909585457867731,1.0888210726197833,0.9181252863500499,0.4683574021722936,0.24059405780964224,0.3628117895534321,0.978434889967845,-0.67671156297101,0.17095861986568056,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.5039526306789696,1.6121619676224133,-1.083073888747854,1.2379203596660469,1.8474879035578586,1.6899867523044938,1.2065040708438253,-0.25646079148938034,0.7733386956729161,0.7166176126995101,-1.5503380180133175,0.37417235693762324,-0.11800032582001213,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.44095855184409843,1.405702790509424,-1.083073888747854,1.3836515663904316,1.67178957375866,1.1644644362887404,1.447800604807971,-0.3327574434537629,0.6326136969920539,0.7166176126995101,0.8968615703555511,-0.0917856075501672,-1.8517539999341683,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.3779644730092272,1.8790482209635708,-1.083073888747854,1.5293827731148164,1.831016185139183,1.8930294653105915,1.859770296941912,0.2267513376184047,-1.3676916414002378,0.5750952834410794,-1.101684760145691,-1.3211215138583794,0.9800436677856204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.314970394174356,1.7095167015455957,-1.083073888747854,1.6751139798392012,2.006714514938382,1.4550942019641255,1.7302941079855403,1.4347816603878638,0.8135458381531665,0.29205062492421546,2.283608003764576,-1.0038735380369057,1.3267944026084513,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.2519763153394848,2.0049379631056374,-1.083073888747854,1.820845186563586,1.9133747772325604,2.0920909486498838,1.9186231101039126,-0.3836218780966918,-0.3926684362542434,-0.6986056798848019,1.1007948693862901,0.027182383382885894,1.5001697700198668,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.1889822365046136,1.628947266574673,-1.083073888747854,1.966576393287971,1.7431670202395937,1.5108314172991137,1.6479001695587563,-0.24374468282864628,0.08981727350871599,-1.1231726676600966,-0.48988486305347384,-0.6271415667489046,-0.002416747545734945,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.1259881576697424,2.127470645457257,-1.083073888747854,2.1123076000123557,2.380073465761686,2.2035653793198886,1.6890971387721379,0.4810735108330277,1.0547886930346462,1.9903185760253914,1.46787480764162,0.6715923342702552,-0.4069592715057048,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
-0.0629940788348712,2.54710311926413,-1.083073888747854,2.2580388067367405,2.4843943490799703,2.565857278997426,2.5071512417238346,-0.8668340072044769,-0.4228237931144298,-1.1939338322893107,1.3455148282231775,-0.9939595387924844,0.6332929329627888,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False
0.0,-0.9912378998754303,0.24659271574169903,-1.5309725680972643,-1.0734968293538143,-0.9256811387739429,-0.9239677656202724,-0.5997957253291198,0.4617333414510053,0.009005966407354064,0.24427501345718558,0.8797863184030971,0.11316683072854197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False
0.0629940788348712,-1.3303009387113807,0.24659271574169903,-1.3852413613728796,-1.0680062565475827,-1.363616402120437,-1.477184209342998,2.146883745388811,0.6225619113719899,-0.06175519822186254,-0.5714581826657706,-1.6978534851463805,-1.6783786325227528,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True
0.1259881576697424,-0.6387466218776675,0.24659271574169903,-1.2395101546484948,-0.5958169952122452,-0.4837646457607002,-0.8533443898258801,-0.7396729205971654,-0.2519434375733812,0.6458564480702934,-0.7753914816965096,-0.9543035418148004,1.5579615591570057,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.1889822365046136,-0.8854905164760943,0.24659271574169903,-1.09377894792411,-0.6726850144993909,-1.0013245024429,-0.8710002337744781,-0.307325226132302,1.02463333617446,-0.8401280091432326,0.285061673263334,-1.7969934775905911,1.5001697700198668,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.2519763153394848,-0.8200278505622196,0.24659271574169903,-0.9480477411997252,-0.8483833442985894,-0.7544882631021447,-0.8180327019286839,0.5955184887796051,0.37126727087044614,1.4949904236208826,0.7337149311309604,0.7509043282256235,-1.0426689520142287,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.314970394174356,-0.7310657661151672,0.24659271574169903,-0.8023165344753403,-0.7770058978176558,-0.5872766170971515,-0.8298032645610757,-0.5997957253291198,1.0648404786547103,1.2119457651040186,0.0811283742325949,0.07675237960499123,-0.29137569323142765,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.3779644730092272,-0.3936812571744523,0.24659271574169903,-0.6565853277509556,-0.3322695005134377,-0.22100348775280934,-0.6709006690237139,0.4047768588686379,-0.030804153932023865,1.1411846004748047,-0.36752488363503155,0.12632237582709657,-0.522542849779982,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True
0.44095855184409843,-0.8049210815051716,0.24659271574169903,-0.5108541210265708,-0.7824964706238875,-0.9057749904400306,-0.6120478558617134,0.5700862714581443,2.3313654667824872,-0.20327752748029324,0.978434889967845,0.5823663410704651,-0.7537100063285361,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.5039526306789696,-0.42725185507899544,0.24659271574169903,-0.36512291430218596,-0.4805149662815169,-0.30859054042212514,-0.4884569482215269,-0.5234990733647301,-0.5635487917952977,0.7873787773287266,1.3455148282231775,1.2267762919578344,-1.0426689520142287,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.5669467095138409,-0.2896124036703518,0.24659271574169903,-0.2193917075778012,-0.20049575316403392,-0.3722902150906953,-0.21773400767637038,0.6972473580654557,0.23054227218958392,0.29205062492421546,1.2639415086108807,0.22546236827130725,0.17095861986568056,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.629940788348712,-0.044547038967136576,0.24659271574169903,-0.07366050085341637,-0.07970315142709346,0.2129505459268515,-0.3472101966327632,1.1550272698517798,-0.8751541460172085,-0.7693668445140185,-1.2648313993702844,-1.7275954828796434,-0.6959182171913975,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.6929348671835832,-0.4138236159171829,0.24659271574169903,0.07207070587096844,-0.24991090842006033,-0.4837646457607002,-0.4354894163757327,-0.8795501158652037,-1.9506952073638146,0.4335729541826487,0.285061673263334,-0.7659375561707995,1.5579615591570057,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.7559289460184544,-0.09825999561441041,0.24659271574169903,0.21780191259535323,-0.34874121893211313,-0.06573553074817484,0.16480927787655997,0.3920607502079111,0.21043870094946157,-2.0430678078398974,1.304728168417029,-0.40903358337164164,1.0378354569227586,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.8189230248533256,-0.4104665561267119,0.24659271574169903,0.36353311931973803,-0.33776007331966934,-0.43200866009248867,-0.40606300979474286,-1.1084400717583658,1.9292940419800173,1.6365127528793133,0.7745015909371059,-0.5180875750602728,0.22875040900281915,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.8819171036881969,-0.04286850907190107,0.24659271574169903,0.5092643260441229,0.26071236255885977,0.28859390959580866,0.28840018551674645,0.2267513376184047,-1.1968112858591835,0.8581399419579407,1.0600082095801417,-0.8055935531484844,-0.8115017954656746,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
0.944911182523068,0.527831655305452,0.24659271574169903,0.6549955327685076,0.14541033362813147,0.5314489192697589,0.9416664116148542,-1.006711202472515,-0.9656202165977678,-0.6986056798848019,0.0811283742325949,-0.03230161208364065,0.6332929329627888,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.0079052613579391,-0.1939361996423811,0.24659271574169903,0.8007267394928924,-0.19500518035782174,-0.1453601240838805,-0.22950457030876212,0.9134212052978837,0.9341672655939064,0.07976713103657067,-0.36752488363503155,0.7509043282256235,-0.29137569323142765,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.0708993401928104,0.2911589400783666,0.24659271574169903,0.9464579462172773,0.32659923623356163,0.46774924460116046,0.011791963655383642,-0.44720242140034755,-1.6792969956221486,0.7873787773287266,-0.40831154344118,1.1772062957357292,-0.11800032582001213,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.1338934190276817,0.047772105270386944,0.24659271574169903,1.092189152941662,0.29914637220242285,0.045738899921858325,-0.18830760109538056,0.0868741423503592,1.0045297649343374,-0.7693668445140185,0.0811283742325949,-0.5081735758158523,0.4021257764142347,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.1968874978625528,0.2978730596592848,0.24659271574169903,1.2379203596660469,0.2936557993962107,0.567279986270835,-0.07060197477140039,-0.8795501158652037,1.5674297596577977,0.07976713103657067,1.1007948693862901,-0.1116136060390096,-1.505003265111337,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.259881576697424,0.6218293294381871,0.24659271574169903,1.3836515663904316,0.7329016238941972,0.591167364271524,0.5532378447457176,-1.070291745776171,-1.035982715938199,1.4949904236208826,1.671808106672359,-0.40903358337164164,-0.9848771628770902,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.3228756555322951,0.8182173271798112,0.24659271574169903,1.5293827731148164,0.8207507887938063,0.9056845079476264,0.676828752385904,-1.0957239630976316,-0.7344291473363463,0.7873787773287266,0.24427501345718558,-0.379291585638378,-0.060208536682873535,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.3858697343671664,0.9340358899505126,0.24659271574169903,1.6751139798392012,1.1392040115548523,1.0091964792840777,0.5944348139590991,0.7862601186905723,-0.9957755734579484,-0.2740386921095073,0.040341714426446525,-1.2913795161251165,0.11316683072854197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.4488638132020377,1.0515329826164255,0.24659271574169903,1.820845186563586,1.1831285940046472,1.2799200966255222,0.559123126061903,0.2140352289576707,0.4215261989707549,0.22128946029500135,-1.5911246778194659,-0.5676575712823781,0.5177093546885116,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.5118578920369088,-0.04286850907190107,0.24659271574169903,1.966576393287971,0.7383921967004289,1.0330838572847951,1.1594218203142166,-0.26917690015010715,0.14007620160902473,0.22128946029500135,-1.6319113376256142,-1.1724115251920633,-1.2160443194256443,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.57485197087178,0.9642494280645847,0.24659271574169903,2.1123076000123557,1.128222865942389,0.9892903309501371,0.74156684686409,1.0151500745837345,0.1601797728491528,0.009005966407354064,-0.7753914816965096,-0.8551635493705897,-1.38941968683706,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.6378460497066512,1.0028556156548343,0.24659271574169903,2.2580388067367405,1.227053176454442,1.0529900056187356,0.676828752385904,-1.0957239630976316,1.4468083322170522,-1.7600231493230358,0.44820831248792464,0.8897003176475183,1.095627246059897,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
1.7008401285415224,0.9541782486932193,0.24659271574169903,2.403770013461125,1.1117511475237332,0.7265291729422746,1.1123395697846286,0.8879889879764229,-0.09111486765239094,-0.9816503384016633,1.0600082095801417,0.5724523418260445,1.3267944026084513,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
-1.7008401285415224,-1.6005442518430093,-1.083073888747854,-1.5309725680972643,-1.468818071402006,-1.797570435800098,-1.3477080203866052,-2.5882772171509587,0.4215261989707549,0.4335729541826487,-0.6530315022780674,-0.1016996067945884,0.5755011438256504,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False
-1.6378460497066512,-1.5132606972911922,-1.083073888747854,-1.3852413613728796,-1.6335352555887412,-1.3954662394547082,-1.4595283653944,-2.214741525241974,-0.2418916519533172,-0.7693668445140185,-0.12280492479814413,1.4052282783574135,0.9222518786484815,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.57485197087178,-1.093628223484319,-1.083073888747854,-1.2395101546484948,-1.3699877608899533,-1.1366863111136223,-0.6532448250751158,-1.04485952845471,0.18028334408927515,-0.2740386921095073,-0.40831154344118,-0.29006559243858854,1.5001697700198668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.5118578920369088,-1.7130057548232633,-1.083073888747854,-1.09377894792411,-1.6829504108447677,-1.6900772347968698,-1.6713984927775558,-0.027570835596218233,-0.6439630767557872,1.1411846004748047,-0.7346048218903612,-1.4698315025246953,0.45991756555137325,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.4488638132020377,-1.011380258618161,-1.083073888747854,-0.9480477411997252,-0.9966288100666492,-0.9455872871078834,-1.047558673260459,1.9307098981563755,0.06971370226859364,0.7166176126995101,0.978434889967845,0.10649437733825415,0.748876511237066,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.3858697343671664,-0.9190611143806613,-1.083073888747854,-0.8023165344753403,-1.0954591205787019,-0.9336435981075248,-0.6355889811265177,-2.1257287646168574,0.5622511976516228,-0.7693668445140185,0.692928271324812,0.8797863184030971,-0.8115017954656746,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.3228756555322951,-0.8049210815051716,-1.083073888747854,-0.6565853277509556,-0.9197607907795035,-0.8341128564378786,-0.5649656053321255,0.5065057281544885,-1.1465523577588748,0.8581399419579407,0.16270169384488878,-1.1327555282143793,1.615753348294144,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.259881576697424,-0.5279636487926488,-1.083073888747854,-0.5108541210265708,-0.8428927714923578,-0.4718209567603415,-0.21184872636018498,-0.9304145505081326,-0.3926684362542434,-0.9816503384016633,-0.3267382238288832,-1.6581974881686956,-0.4069592715057048,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.1968874978625528,-0.4826433416215048,-1.083073888747854,-0.36512291430218596,-0.2993260636760867,-0.4121025117585481,-0.7238682008695081,0.5446540541366834,1.2357208341957588,-0.6278445152555853,0.44820831248792464,0.4435703516485703,0.05537504159140339,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.1338934190276817,-0.3802530180126159,-1.083073888747854,-0.2193917075778012,0.041089450309866486,-0.08166044941531031,-1.2182318314302332,-2.202025416581247,0.8336494093932889,-0.9108891737724493,0.5705682919063669,-0.9146475448371155,0.748876511237066,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.0708993401928104,0.32305100808769815,-1.083073888747854,-0.07366050085341637,0.3650332458771247,0.5593175269372531,-0.05883141213898774,-0.7269568119364314,1.838827971399464,-0.06175519822186254,-1.30561805917643,-0.44868958034932577,1.095627246059897,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-1.0079052613579391,0.20387538552654963,-1.083073888747854,0.07207070587096844,0.2277689257215088,-0.041848152747457484,0.5650084073781093,2.096019310745882,1.8589315426395863,1.5657515882500967,0.488994972294073,-0.9245615440815367,-0.4069592715057048,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.944911182523068,0.5076892965627213,-1.083073888747854,0.21780191259535323,0.3156180906210983,0.46774924460116046,0.7827638160774716,0.3920607502079111,-0.6037559342755424,0.7873787773287266,2.1204613645399855,-1.013787537281326,0.11316683072854197,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.8819171036881969,0.6990417046186627,-1.083073888747854,0.36353311931973803,0.4968069932265285,0.6548670389401225,0.9828633808282567,-0.6506601599720415,-0.2720470088135036,0.3628117895534321,1.1415815291924385,-1.2814655168806952,0.6332929329627888,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.8189230248533256,0.8064676179132103,-1.083073888747854,0.5092643260441229,0.9415433905307466,0.74245409160941,0.7533374094964818,-0.12929970488206885,-0.48313450683480264,0.9289011065871573,-1.8766312964625016,-1.5887994934577485,0.22875040900281915,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.7559289460184544,1.0968532897875696,-1.083073888747854,0.6549955327685076,1.2215626036482297,0.8857783596137141,1.2594716026895987,-0.8541178985437429,1.8991386851198309,-1.8307843139522526,-0.5714581826657706,-0.06204360981690427,0.45991756555137325,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.6929348671835832,0.6553999273427303,-1.083073888747854,0.8007267394928924,0.672505323025727,0.7623602399433506,0.48261446895132526,-0.2818930088108412,-0.9656202165977678,-0.4863221859971546,-1.224044739564136,-0.5180875750602728,1.4423779808827286,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.629940788348712,1.2227430319296362,-1.083073888747854,0.9464579462172773,0.8756565168560448,1.0091964792840777,1.889196703522923,1.2949044651198183,-0.2418916519533172,0.4335729541826487,-1.5095513582071691,0.1560643735603595,0.22875040900281915,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.5669467095138409,1.3637395431287271,-1.083073888747854,1.092189152941662,1.3478457781914017,1.5148126469659189,1.1299954137332267,-0.5489312906861982,-2.382921989026471,-1.0524115030308798,0.5705682919063669,0.3345163599599384,-0.8692935846028131,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.5039526306789696,1.2865271679482755,-1.083073888747854,1.2379203596660469,1.4631478071221107,1.2241828812905338,1.1594218203142166,-1.1720206150620216,0.8135458381531665,-0.7693668445140185,0.24427501345718558,1.4547982745795187,1.095627246059897,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.44095855184409843,2.0653650393338294,-1.083073888747854,1.3836515663904316,2.111035398256666,2.0403349629816723,1.9951317672144904,-0.3963379867574186,0.17023155846921112,0.15052829566578477,0.7745015909371059,-1.4896595010135378,-1.3316278976999214,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.3779644730092272,1.1723871350728094,-1.083073888747854,1.5293827731148164,1.194109739617091,1.0967835319533652,1.2359304774248152,0.5700862714581443,-1.4078987838804824,-0.9108891737724493,0.0811283742325949,0.6616783350258341,-0.5803346389171203,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
-0.314970394174356,2.01836620226745,-1.083073888747854,1.6751139798392012,2.056129670194408,2.088109718983107,1.8185733277285305,-0.11658359622133482,0.20038691532939754,-0.2740386921095073,-1.020111440533397,1.058238304802676,1.4423779808827286,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False
