Driver,LapNumber,Stint,Compound,Team,driver_sai,field_median_lag1,field_pace_trend,form_vs_baseline,gap_expanding,gap_roll3_mean,race_progress,team_aston_martin,tracktemp_dev_x_tyrelife,tyre_life,tyrelife_x_medium,target_laptime,target_pit_next_lap,target_laptime_fuel_corrected
ALO,37,2,MEDIUM,ASTON MARTIN,0.0,91.12049999999999,-0.011500000000012278,-0.21662499999999973,0.30012500000000053,0.06833333333332803,0.6727272727272727,1.0,47.98909090909099,10.0,10.0,91.204,0,91.33191833410237
ALO,38,2,MEDIUM,ASTON MARTIN,0.0,91.1695,0.049000000000006594,-0.2584459459459521,0.2929459459459463,0.06633333333332796,0.6909090909090909,1.0,2.1880000000000734,11.0,11.0,91.254,0,91.38547162116078
ALO,39,2,MEDIUM,ASTON MARTIN,0.0,91.241,0.07150000000000034,-0.2725789473684163,0.28557894736842154,0.04366666666666674,0.7090909090909091,1.0,-52.813090909090846,12.0,12.0,91.416,0,91.55102490821918
ALO,40,2,MEDIUM,ASTON MARTIN,0.0,91.10300000000001,-0.13799999999999102,0.026717948717936757,0.2862820512820514,0.12016666666666254,0.7272727272727273,1.0,-2.614181818181713,13.0,13.0,91.298,0,91.43657819527758
ALO,41,2,MEDIUM,ASTON MARTIN,0.0,91.173,0.06999999999999318,-0.15725000000000017,0.28225000000000017,0.15033333333333113,0.7454545454545455,1.0,-42.015272727272674,14.0,14.0,91.671,0,91.81313148233598
ALO,42,2,MEDIUM,ASTON MARTIN,0.0,91.2875,0.1144999999999925,0.09878048780488974,0.2847195121951224,0.27383333333333343,0.7636363636363637,1.0,59.98363636363642,15.0,15.0,91.374,0,91.51968476939436
ALO,43,2,MEDIUM,ASTON MARTIN,0.0,91.2235,-0.06399999999999295,-0.13102380952381598,0.28152380952380984,0.21966666666666868,0.7818181818181819,1.0,-27.217454545454416,16.0,16.0,91.275,0,91.42423805645278
ALO,44,2,MEDIUM,ASTON MARTIN,0.0,91.35300000000001,0.12950000000000728,-0.3511627906976776,0.27316279069767463,0.15200000000000102,0.8,1.0,-5.118545454545341,17.0,17.0,91.713,0,91.86579134351116
ALO,45,2,MEDIUM,ASTON MARTIN,0.0,91.34700000000001,-0.006000000000000227,0.09072727272725828,0.27527272727272717,0.14616666666665878,0.8181818181818182,1.0,61.18036363636368,18.0,18.0,91.794,0,91.95034463056956
ALO,46,2,MEDIUM,ASTON MARTIN,0.0,91.489,0.1419999999999959,0.02906666666665958,0.27593333333333303,0.19766666666665836,0.8363636363636363,1.0,72.17927272727289,19.0,19.0,91.737,0,91.89689791762797
ALO,47,2,MEDIUM,ASTON MARTIN,0.0,91.271,-0.21800000000000352,0.18593478260869,0.28006521739130397,0.3789999999999907,0.8545454545454545,1.0,-54.02181818181802,20.0,20.0,91.847,0,92.01045120468636
ALO,48,2,MEDIUM,ASTON MARTIN,0.0,91.52000000000001,0.24900000000000944,0.04593617021275065,0.2810638297872333,0.36599999999999017,0.8727272727272727,1.0,-16.82290909090895,21.0,21.0,91.678,0,91.84500449174476
ALO,49,2,MEDIUM,ASTON MARTIN,0.0,91.53399999999999,0.013999999999981583,-0.13420833333332727,0.2782083333333327,0.3123333333333278,0.8909090909090909,1.0,-85.82399999999988,22.0,22.0,91.957,0,92.12755777880317
ALO,50,2,MEDIUM,ASTON MARTIN,0.0,91.667,0.13300000000000978,0.011551020408156087,0.27844897959183595,0.2536666666666605,0.9090909090909091,1.0,20.674909090909146,23.0,23.0,91.773,0,91.94711106586156
ALO,51,2,MEDIUM,ASTON MARTIN,0.0,91.6635,-0.003500000000002501,-0.16557000000000216,0.2750699999999992,0.18116666666666484,0.9272727272727272,1.0,134.3738181818183,24.0,24.0,91.863,0,92.04066435291996
ALO,52,2,MEDIUM,ASTON MARTIN,0.0,91.7265,0.06300000000000239,-0.13585294117647168,0.27235294117646974,0.1786666666666624,0.9454545454545454,1.0,42.47272727272744,25.0,25.0,91.949,0,92.13021763997837
ALO,53,2,MEDIUM,ASTON MARTIN,0.0,91.6545,-0.07200000000000273,0.021721153846153973,0.27277884615384534,0.1801666666666648,0.9636363636363636,1.0,31.171636363636537,26.0,26.0,91.972,0,92.15677092703676
ALO,54,2,MEDIUM,ASTON MARTIN,0.0,91.8355,0.18099999999999739,-0.13370754716981242,0.2702075471698105,0.18916666666666515,0.9818181818181818,1.0,-72.92945454545432,27.0,27.0,91.982,0,92.17032421409516
ALO,55,2,MEDIUM,ASTON MARTIN,0.0,91.8015,-0.033999999999991815,-0.0880462962963004,0.2685462962962954,0.20383333333333079,1.0,1.0,2.7694545454546926,28.0,28.0,92.191,0,92.38287750115356
GAS,4,1,SOFT,MCLAREN,0.0,90.5515,0.16450000000000387,-0.821291666666672,0.8147916666666694,0.8147916666666694,0.07272727272727272,0.0,-0.4043636363636267,4.0,0.0,90.359,0,90.3696598611752
GAS,5,1,SOFT,MCLAREN,0.0,90.515,-0.03650000000000375,-0.7280937500000064,0.5720937500000005,0.8134583333333296,0.09090909090909091,0.0,5.494545454545481,5.0,0.0,90.633,0,90.64721314823359
GAS,6,1,SOFT,MCLAREN,0.0,90.713,0.1979999999999933,-0.521674999999999,0.44167500000000076,-0.0808333333333356,0.10909090909090909,0.0,-20.406545454545423,6.0,0.0,90.432,0,90.449766435292
GAS,7,1,SOFT,MCLAREN,0.0,90.7765,0.06350000000000477,-0.6551458333333311,0.31064583333333456,-0.19350000000000023,0.12727272727272726,0.0,-17.507636363636337,7.0,0.0,90.978,0,90.99931972235039
GAS,8,1,SOFT,MCLAREN,0.0,90.76050000000001,-0.015999999999991132,-0.07983928571429794,0.29733928571428486,-0.06900000000000261,0.14545454545454545,0.0,24.79127272727277,8.0,0.0,90.867,0,90.8918730094088
GAS,9,1,SOFT,MCLAREN,0.0,90.9435,0.18299999999999272,-0.3271093749999956,0.2506093749999998,-0.06783333333333512,0.16363636363636364,0.0,53.99018181818185,9.0,0.0,91.027,0,91.05542629646719
GAS,10,1,SOFT,MCLAREN,0.0,90.98349999999999,0.03999999999999204,-0.18409722222221425,0.227597222222223,0.061499999999999964,0.18181818181818182,0.0,-5.010909090909053,10.0,0.0,90.794,0,90.8259795835256
GAS,11,1,SOFT,MCLAREN,0.0,91.08250000000001,0.09900000000001796,-0.4644875000000127,0.17598749999999938,-0.10716666666666678,0.2,0.0,23.088000000000058,11.0,0.0,91.201,0,91.23653287058399
GAS,12,1,SOFT,MCLAREN,0.0,91.3165,0.23399999999999466,-0.2649886363636462,0.14948863636363477,-0.12016666666667201,0.21818181818181817,0.0,8.386909090909171,12.0,0.0,91.116,0,91.15508615764239
GAS,13,1,SOFT,MCLAREN,0.0,91.3475,0.0309999999999917,-0.34923958333332905,0.11773958333333212,-0.21183333333334056,0.23636363636363636,0.0,-42.91418181818173,13.0,0.0,91.271,0,91.3136394447008
GAS,14,1,SOFT,MCLAREN,0.0,91.37950000000001,0.03200000000001069,-0.20883653846154332,0.10033653846153684,-0.1518333333333383,0.2545454545454545,0.0,-22.415272727272693,14.0,0.0,91.34,0,91.3861927317592
GAS,15,1,SOFT,MCLAREN,0.0,91.569,0.18949999999999534,-0.30581249999999777,0.07681249999999855,-0.18966666666666754,0.2727272727272727,0.0,7.483636363636421,15.0,0.0,91.229,0,91.27874601881759
GAS,16,1,SOFT,MCLAREN,0.0,91.64099999999999,0.07199999999998852,-0.4562249999999911,0.04422499999999919,-0.24983333333333255,0.2909090909090909,0.0,-6.417454545454461,16.0,0.0,91.478,0,91.53129930587599
GAS,17,1,SOFT,MCLAREN,0.0,91.626,-0.014999999999986358,-0.18021093750000894,0.03221093749999859,-0.2630000000000005,0.3090909090909091,0.0,-27.218545454545414,17.0,0.0,91.678,0,91.73485259293439
GAS,18,1,SOFT,MCLAREN,0.0,91.73349999999999,0.1074999999999875,-0.08255147058822926,0.027051470588234264,-0.20516666666666575,0.32727272727272727,0.0,12.580363636363757,18.0,0.0,91.845,0,91.90540587999278
GAS,19,1,SOFT,MCLAREN,0.0,91.87299999999999,0.13949999999999818,-0.05199305555554663,0.02399305555555505,-0.07716666666666565,0.34545454545454546,0.0,17.079272727272773,19.0,0.0,92.271,0,92.33495916705118
GAS,20,1,SOFT,MCLAREN,0.0,91.015,-0.8579999999999899,1.1671644736842113,0.088835526315789,0.39083333333333786,0.36363636363636365,0.0,49.978181818181895,20.0,0.0,92.045,0,92.11251245410959
GAS,21,1,SOFT,MCLAREN,0.0,91.1575,0.1424999999999983,0.7587312500000032,0.1287687499999997,0.7051666666666705,0.38181818181818183,0.0,50.37709090909096,21.0,0.0,92.063,0,92.13406574116799
GAS,22,1,SOFT,MCLAREN,0.0,91.3005,0.14300000000000068,0.6035535714285745,0.15894642857142843,0.9686666666666687,0.4,0.0,39.57600000000018,22.0,0.0,92.095,0,92.16961902822638
GAS,23,1,SOFT,MCLAREN,0.0,91.2485,-0.0519999999999925,0.6563011363636286,0.19019886363636312,0.8321666666666658,0.41818181818181815,0.0,22.97490909090918,23.0,0.0,91.229,0,91.30717231528479
GAS,24,1,SOFT,MCLAREN,0.0,91.2305,-0.018000000000000682,-0.18336413043478897,0.1818641304347818,0.5358333333333292,0.43636363636363634,0.0,-16.826181818181624,24.0,0.0,92.299,0,92.38072560234319
GAS,25,1,SOFT,MCLAREN,0.0,91.3245,0.09399999999999409,0.7596093750000067,0.21489062499999947,0.6064999999999969,0.45454545454545453,0.0,-67.52727272727253,25.0,0.0,92.002,0,92.08727888940157
GAS,26,1,SOFT,MCLAREN,0.0,91.4735,0.1490000000000009,0.3010649999999947,0.22743499999999928,0.5004999999999976,0.4727272727272727,0.0,93.5716363636365,26.0,0.0,92.561,0,92.64983217646
GAS,27,1,SOFT,MCLAREN,0.0,91.5395,0.0660000000000025,0.7635240384615423,0.257975961538461,0.8415000000000011,0.4909090909090909,0.0,-10.829454545454404,27.0,0.0,92.529,1,92.62138546351838
GAS,28,2,MEDIUM,MCLAREN,0.0,91.3665,-0.17300000000000182,0.8710231481481432,0.29147685185185107,0.9041666666666638,0.509090909090909,0.0,3.4989090909090947,1.0,1.0,90.503,0,90.59893875057678
GAS,29,2,MEDIUM,MCLAREN,0.0,90.64099999999999,-0.7255000000000109,-0.41413839285713344,0.2761383928571424,0.6820000000000022,0.5272727272727272,0.0,-0.8021818181818077,2.0,2.0,90.975,0,91.07449203763518
GAS,30,2,MEDIUM,MCLAREN,0.0,90.9255,0.2845000000000084,-0.21882327586207362,0.2683232758620684,0.3579999999999994,0.5454545454545454,0.0,20.396727272727297,3.0,3.0,90.662,0,90.76504532469359
GAS,31,2,MEDIUM,MCLAREN,0.0,90.9385,0.01300000000000523,-0.526662499999998,0.25016249999999945,-0.12166666666666497,0.5636363636363636,0.0,0.7956363636363903,4.0,4.0,90.765,0,90.87159861175198
GAS,32,2,MEDIUM,MCLAREN,0.0,90.9365,-0.0020000000000095497,-0.40806048387096205,0.2365604838709674,-0.13283333333333283,0.5818181818181818,0.0,9.994545454545474,5.0,5.0,90.738,0,90.84815189881037
GAS,33,2,MEDIUM,MCLAREN,0.0,90.9525,0.016000000000005343,-0.43696484375000066,0.22246484374999964,-0.22083333333333144,0.6,0.0,-1.206545454545406,6.0,6.0,92.989875,0,93.10358018586878
GAS,34,2,MEDIUM,MCLAREN,0.0,91.0295,0.07699999999999818,1.6852462121212115,0.27512878787878753,0.5247916666666678,0.6181818181818182,0.0,-0.007636363636336796,7.0,7.0,91.055,0,91.17225847292718
GAS,35,2,MEDIUM,MCLAREN,0.0,91.0955,0.0660000000000025,-0.30634558823528835,0.2658455882352939,0.5684583333333345,0.6363636363636364,0.0,-38.40872727272722,8.0,8.0,90.898,0,91.01881175998557
GAS,36,2,MEDIUM,MCLAREN,0.0,91.132,0.03650000000000375,-0.4855642857142941,0.25156428571428524,0.5619583333333319,0.6545454545454545,0.0,6.290181818181878,9.0,9.0,90.971,0,91.09536504704398
GAS,37,2,MEDIUM,MCLAREN,0.0,91.12049999999999,-0.011500000000012278,-0.3899236111111001,0.240423611111111,-0.14133333333333079,0.6727272727272727,0.0,-1.0109090909090668,10.0,10.0,91.345,0,91.47291833410237
GAS,38,2,MEDIUM,MCLAREN,0.0,91.1695,0.049000000000006594,-0.06316891891891924,0.23866891891891878,-0.0693333333333328,0.6909090909090909,0.0,14.288000000000089,11.0,11.0,90.892,0,91.02347162116077
GAS,39,2,MEDIUM,MCLAREN,0.0,91.241,0.07150000000000034,-0.5722039473684246,0.2232039473684208,-0.10766666666666443,0.7090909090909091,0.0,-26.413090909090812,12.0,12.0,90.974,0,91.10902490821918
GAS,40,2,MEDIUM,MCLAREN,0.0,91.10300000000001,-0.13799999999999102,-0.34317307692308147,0.21417307692307658,-0.10083333333333637,0.7272727272727273,0.0,-27.314181818181787,13.0,13.0,91.078,0,91.21657819527758
GAS,41,2,MEDIUM,MCLAREN,0.0,91.173,0.06999999999999318,-0.30144374999999857,0.20644374999999968,-0.1910000000000025,0.7454545454545455,0.0,39.184727272727386,14.0,14.0,91.346,0,91.48813148233597
GAS,42,2,MEDIUM,MCLAREN,0.0,91.2875,0.1144999999999925,-0.14433536585364914,0.20283536585365847,-0.05516666666666481,0.7636363636363637,0.0,10.483636363636464,15.0,15.0,91.159,0,91.30468476939437
GAS,43,2,MEDIUM,MCLAREN,0.0,91.2235,-0.06399999999999295,-0.26097023809523345,0.19647023809523811,-0.03366666666666163,0.7818181818181819,0.0,-52.81745454545444,16.0,16.0,91.302,0,91.45123805645278
GAS,44,2,MEDIUM,MCLAREN,0.0,91.35300000000001,0.12950000000000728,-0.2417151162790717,0.19071511627906976,-0.018999999999995982,0.8,0.0,47.58145454545468,17.0,17.0,91.421,0,91.57379134351118
GAS,45,2,MEDIUM,MCLAREN,0.0,91.34700000000001,-0.006000000000000227,-0.11406250000000187,0.18806249999999994,-0.013833333333333067,0.8181818181818182,0.0,-55.81963636363632,18.0,18.0,91.316,0,91.47234463056957
GAS,46,2,MEDIUM,MCLAREN,0.0,91.489,0.1419999999999959,-0.3530388888888906,0.1800388888888888,-0.0500000000000019,0.8363636363636363,0.0,1.8792727272728271,19.0,19.0,91.259,0,91.41889791762797
GAS,47,2,MEDIUM,MCLAREN,0.0,91.271,-0.21800000000000352,-0.18786413043478295,0.1758641304347825,-0.0370000000000014,0.8545454545454545,0.0,27.978181818181866,20.0,20.0,91.008,0,91.17145120468636
GAS,48,2,MEDIUM,MCLAREN,0.0,91.52000000000001,0.24900000000000944,-0.6732287234042695,0.1612287234042549,-0.23233333333333897,0.8727272727272727,0.0,-67.22290909090893,21.0,21.0,91.636,0,91.80300449174476
GAS,49,2,MEDIUM,MCLAREN,0.0,91.53399999999999,0.013999999999981583,-0.057994791666662465,0.15999479166666633,-0.1406666666666704,0.8909090909090909,0.0,-72.62399999999985,22.0,22.0,91.585,0,91.75555777880317
GAS,50,2,MEDIUM,MCLAREN,0.0,91.667,0.13300000000000978,-0.23705612244898697,0.15505612244897912,-0.16400000000000622,0.9090909090909091,0.0,-85.12509090909072,23.0,23.0,91.554,0,91.72811106586157
GAS,51,2,MEDIUM,MCLAREN,0.0,91.6635,-0.003500000000002501,-0.25926499999999664,0.1497649999999996,-0.029833333333333673,0.9272727272727272,0.0,69.57381818181824,24.0,24.0,91.59,0,91.76766435291997
GAS,52,2,MEDIUM,MCLAREN,0.0,91.7265,0.06300000000000239,-0.2806519607843114,0.14415196078431336,-0.10933333333333432,0.9454545454545454,0.0,129.97272727272744,25.0,25.0,91.696,0,91.87721763997837
GAS,53,2,MEDIUM,MCLAREN,0.0,91.6545,-0.07200000000000273,-0.10067788461538504,0.14217788461538425,-0.06816666666666531,0.9636363636363636,0.0,-93.62836363636357,26.0,26.0,91.818,0,92.00277092703676
GAS,54,2,MEDIUM,MCLAREN,0.0,91.8355,0.18099999999999739,-0.15666509433962061,0.13916509433962232,-0.037499999999999055,0.9818181818181818,0.0,75.57054545454568,27.0,27.0,91.659,0,91.84732421409517
GAS,55,2,MEDIUM,MCLAREN,0.0,91.8015,-0.033999999999991815,-0.27644907407407204,0.13394907407407378,-0.039499999999999126,1.0,0.0,-8.430545454545268,28.0,28.0,91.947,0,92.13887750115356
HAM,4,1,SOFT,MERCEDES,0.0,90.5515,0.16450000000000387,-0.16333333333333636,-0.15516666666666387,-0.15516666666666387,0.07272727272727272,0.0,3.5956363636363733,4.0,0.0,90.382,0,90.3926598611752
HAM,5,1,SOFT,MERCEDES,0.0,90.515,-0.03650000000000375,0.016625000000001222,-0.1496249999999968,-0.18149999999999977,0.09090909090909091,0.0,8.494545454545488,5.0,0.0,90.774,0,90.7882131482336
HAM,6,1,SOFT,MERCEDES,0.0,90.713,0.1979999999999933,0.16850000000000306,-0.10749999999999602,-0.1301666666666629,0.10909090909090909,0.0,4.1934545454545855,6.0,0.0,90.645,0,90.662766435292
HAM,7,1,SOFT,MERCEDES,0.0,90.7765,0.06350000000000477,-0.0200000000000055,-0.11149999999999712,-0.06783333333333037,0.12727272727272726,0.0,18.892363636363683,7.0,0.0,90.746,0,90.7673197223504
HAM,8,1,SOFT,MERCEDES,0.0,90.76050000000001,-0.015999999999991132,0.08314285714284406,-0.09764285714285645,-0.028333333333335986,0.14545454545454545,0.0,-54.40872727272719,8.0,0.0,91.032,0,91.05687300940879
HAM,9,1,SOFT,MERCEDES,0.0,90.9435,0.18299999999999272,0.1628749999999961,-0.07437499999999986,-0.01916666666667292,0.16363636363636364,0.0,-61.20981818181809,9.0,0.0,91.061,0,91.0894262964672
HAM,10,1,SOFT,MERCEDES,0.0,90.98349999999999,0.03999999999999204,0.135000000000013,-0.05749999999999823,0.050499999999999545,0.18181818181818182,0.0,0.9890909090909616,10.0,0.0,91.33,0,91.3619795835256
HAM,11,1,SOFT,MERCEDES,0.0,91.08250000000001,0.09900000000001796,0.27449999999998764,-0.0269999999999996,0.13783333333333303,0.2,0.0,36.28800000000009,11.0,0.0,91.148,0,91.18353287058399
HAM,12,1,SOFT,MERCEDES,0.0,91.3165,0.23399999999999466,-0.12863636363637196,-0.039863636363636795,0.052166666666664696,0.21818181818181817,0.0,28.78690909090912,12.0,0.0,91.306,0,91.34508615764238
HAM,13,1,SOFT,MERCEDES,0.0,91.3475,0.0309999999999917,-0.0014999999999988703,-0.040000000000000334,0.012499999999993369,0.23636363636363636,0.0,31.185818181818213,13.0,0.0,91.36,0,91.4026394447008
HAM,14,1,SOFT,MERCEDES,0.0,91.37950000000001,0.03200000000001069,0.018923076923069986,-0.03842307692307783,-0.07650000000000527,0.2545454545454545,0.0,20.984727272727326,14.0,0.0,91.514,0,91.56019273175919
HAM,15,1,SOFT,MERCEDES,0.0,91.569,0.18949999999999534,-0.015392857142862634,-0.03960714285714419,-0.03866666666667129,0.2727272727272727,0.0,11.983636363636485,15.0,0.0,91.553,0,91.60274601881758
HAM,16,1,SOFT,MERCEDES,0.0,91.64099999999999,0.07199999999998852,-0.045166666666659694,-0.04283333333333417,-0.054166666666669507,0.2909090909090909,0.0,6.382545454545493,16.0,0.0,91.229,0,91.282299305876
HAM,17,1,SOFT,MERCEDES,0.0,91.626,-0.014999999999986358,-0.33203125000000444,-0.06496875000000113,-0.18000000000000208,0.3090909090909091,0.0,23.781454545454586,17.0,0.0,91.69,0,91.74685259293439
HAM,18,1,SOFT,MERCEDES,0.0,91.73349999999999,0.1074999999999875,0.020205882352947374,-0.06370588235294192,-0.17616666666666467,0.32727272727272727,0.0,32.38036363636378,18.0,0.0,91.676,0,91.73640587999279
HAM,19,1,SOFT,MERCEDES,0.0,91.87299999999999,0.13949999999999818,-0.12588888888887734,-0.07111111111111118,-0.21249999999999622,0.34545454545454546,0.0,45.57927272727277,19.0,0.0,91.859,0,91.92295916705118
HAM,20,1,SOFT,MERCEDES,0.0,91.015,-0.8579999999999899,0.8669473684210471,-0.022947368421053004,0.20116666666667035,0.36363636363636365,0.0,-76.02181818181805,20.0,0.0,92.215,0,92.2825124541096
