raceId,driverId,stop,lap,time,duration,milliseconds
3,3,1,34,15:35:52,21.014,21014.0
3,3,2,46,13:37:44,23.585,23585.0
3,4,1,14,13:13:27,24.012,24012.0
3,4,2,35,13:32:30,22.324,22324.0
3,4,3,46,13:47:22,25.850,25850.0
3,5,1,13,13:20:10,26.939,26939.0
3,6,1,21,13:22:32,23.622,23622.0
3,6,2,22,15:40:40,24.211,24211.0
3,6,3,31,15:22:35,26.804,26804.0
3,7,1,24,15:17:30,20.646,20646.0
3,7,2,44,14:26:12,24.098,24098.0
3,7,3,47,13:58:14,28.682,28682.0
3,8,1,42,14:30:18,21.249,21249.0
3,8,2,45,15:48:25,19.427,19427.0
3,9,1,29,14:47:39,23.284,23284.0
3,10,1,21,14:37:40,24.829,24829.0
3,10,2,34,15:35:36,21.580,21580.0
3,10,3,48,13:32:26,24.965,24965.0
4,1,1,55,13:17:32,24.278,24278.0
4,1,2,59,15:19:26,22.168,22168.0
4,2,1,19,13:10:36,25.048,25048.0
4,2,2,30,15:36:45,24.719,24719.0
4,2,3,43,13:54:42,19.130,19130.0
4,3,1,11,13:52:17,27.039,27039.0
4,3,2,13,13:24:19,24.872,24872.0
4,3,3,18,13:37:33,22.616,22616.0
4,4,1,59,14:22:52,20.713,20713.0
4,5,1,36,15:49:30,23.160,23160.0
4,5,2,37,14:52:34,23.047,23047.0
4,6,1,38,14:35:39,23.250,23250.0
4,7,1,20,15:57:35,27.013,27013.0
4,8,1,11,13:14:15,22.417,22417.0
4,8,2,19,15:52:52,23.010,23010.0
4,9,1,27,13:11:50,24.305,24305.0
4,9,2,42,13:15:42,24.492,24492.0
4,9,3,47,14:48:41,22.304,22304.0
4,10,1,36,14:49:52,25.397,25397.0
4,10,2,38,14:29:18,22.840,22840.0
4,10,3,46,13:55:36,22.360,22360.0
5,1,1,56,15:42:39,23.991,23991.0
5,2,1,45,13:35:17,21.267,21267.0
5,2,2,48,14:16:34,22.622,22622.0
5,3,1,40,15:32:34,18.397,18397.0
5,3,2,48,14:22:32,27.986,27986.0
5,4,1,18,14:12:34,22.330,22330.0
5,4,2,58,15:52:56,18.408,18408.0
5,5,1,12,15:42:30,25.109,25109.0
5,5,2,24,13:57:42,21.880,21880.0
5,6,1,41,14:37:55,25.715,25715.0
5,6,2,58,14:14:52,24.346,24346.0
5,7,1,16,13:44:13,23.447,23447.0
5,7,2,42,14:47:26,24.114,24114.0
5,8,1,25,13:43:32,16.598,16598.0
5,9,1,23,13:33:12,24.787,24787.0
5,9,2,31,13:40:53,22.821,22821.0
5,9,3,32,15:34:40,22.129,22129.0
5,10,1,17,14:47:43,24.103,24103.0
5,10,2,55,14:49:29,26.981,26981.0
6,1,1,33,15:24:38,24.048,24048.0
6,1,2,38,14:27:18,21.763,21763.0
6,1,3,43,15:46:26,19.099,19099.0
6,2,1,43,13:28:18,20.539,20539.0
6,3,1,27,15:47:58,24.815,24815.0
6,3,2,31,14:41:21,20.608,20608.0
6,4,1,41,13:19:29,24.307,24307.0
6,5,1,12,14:42:58,25.478,25478.0
6,5,2,15,13:10:29,22.501,22501.0
6,5,3,46,14:11:53,18.159,18159.0
6,6,1,10,13:51:45,21.230,21230.0
6,6,2,15,15:36:28,26.239,26239.0
6,6,3,22,15:45:46,22.500,22500.0
6,7,1,31,14:38:18,23.927,23927.0
6,7,2,34,13:46:28,19.989,19989.0
6,8,1,39,15:51:21,22.978,22978.0
6,8,2,42,13:20:27,24.115,24115.0
6,9,1,21,14:58:42,18.723,18723.0
6,10,1,27,13:41:49,23.681,23681.0
6,10,2,43,14:30:42,23.854,23854.0
7,1,1,19,15:41:53,23.145,23145.0
7,1,2,32,14:55:29,22.264,22264.0
7,2,1,44,14:36:32,18.898,18898.0
7,3,1,19,15:32:31,21.228,21228.0
7,3,2,23,13:54:38,27.355,27355.0
7,3,3,34,15:50:15,22.344,22344.0
7,4,1,38,15:15:47,21.860,21860.0
7,4,2,39,15:23:53,25.121,25121.0
7,5,1,19,14:32:10,19.798,19798.0
7,5,2,41,15:15:24,23.185,23185.0
7,5,3,44,15:34:31,21.633,21633.0
7,6,1,12,13:45:56,24.819,24819.0
7,6,2,20,13:27:21,28.186,
7,6,3,44,15:13:49,19.237,19237.0
7,7,1,14,13:11:55,21.639,21639.0
7,8,1,10,13:48:29,19.893,19893.0
7,9,1,13,13:22:48,16.234,16234.0
7,9,2,34,15:54:17,22.338,
7,9,3,40,13:41:27,25.029,25029.0
7,10,1,49,14:45:56,27.337,27337.0
8,1,1,45,13:23:20,20.482,20482.0
8,1,2,48,14:18:34,28.598,28598.0
8,2,1,18,13:51:51,27.274,27274.0
8,2,2,21,15:32:31,25.377,25377.0
8,2,3,48,14:58:30,22.896,22896.0
8,3,1,18,13:35:48,28.045,28045.0
8,4,1,17,15:17:36,19.264,19264.0
8,4,2,24,14:41:43,20.138,20138.0
8,4,3,48,14:54:29,19.476,19476.0
8,5,1,31,14:20:54,22.249,22249.0
8,5,2,41,13:16:20,21.961,21961.0
8,6,1,40,13:48:29,21.502,21502.0
8,7,1,18,14:55:58,22.773,22773.0
8,8,1,15,13:58:54,21.423,21423.0
8,8,2,16,14:33:17,20.442,20442.0
8,8,3,39,15:47:33,17.065,17065.0
8,9,1,46,14:11:24,26.164,26164.0
8,10,1,10,13:55:24,23.084,23084.0
9,1,1,16,14:39:16,23.465,23465.0
9,1,2,24,13:10:30,23.778,23778.0
9,1,3,37,14:54:57,24.313,24313.0
9,2,1,29,13:51:37,25.295,25295.0
9,3,1,23,15:44:20,25.245,25245.0
9,4,1,12,13:38:16,26.747,26747.0
9,5,1,34,15:53:24,20.938,20938.0
9,5,2,35,13:18:25,21.710,21710.0
9,6,1,25,14:43:55,24.243,24243.0
9,6,2,29,13:19:24,26.199,26199.0
9,6,3,34,15:43:43,23.189,23189.0
9,7,1,15,15:27:10,20.815,20815.0
9,8,1,19,14:57:41,21.037,21037.0
9,9,1,11,15:19:16,26.755,26755.0
9,9,2,18,14:48:25,18.917,18917.0
9,9,3,39,15:46:16,19.781,19781.0
9,10,1,44,13:34:18,23.517,23517.0
10,1,1,48,13:17:22,24.248,24248.0
10,2,1,15,13:47:52,23.702,23702.0
10,2,2,48,15:56:12,20.829,20829.0
10,3,1,13,14:37:54,20.160,20160.0
10,3,2,25,15:27:24,24.748,24748.0
10,3,3,27,13:20:16,18.814,18814.0
10,4,1,20,14:12:45,20.263,20263.0
10,4,2,24,13:38:11,24.532,24532.0
10,5,1,48,13:26:10,18.788,18788.0
10,6,1,18,15:37:47,22.881,22881.0
10,6,2,33,13:30:53,21.099,21099.0
10,6,3,38,15:48:16,20.931,20931.0
10,7,1,21,14:44:53,23.024,23024.0
10,7,2,33,14:44:27,19.519,19519.0
10,7,3,36,14:57:34,28.412,28412.0
10,8,1,18,14:40:20,23.399,23399.0
10,8,2,27,13:52:40,24.910,24910.0
10,9,1,13,14:20:33,27.953,27953.0
10,9,2,14,15:26:43,20.005,20005.0
10,9,3,26,15:18:35,23.683,23683.0
10,10,1,11,15:54:36,24.634,172398.0
10,10,2,17,15:32:22,23.421,23421.0
11,1,1,32,14:28:29,26.178,26178.0
11,2,1,18,13:17:50,19.780,19780.0
11,2,2,19,14:18:23,19.562,19562.0
11,3,1,18,14:15:57,23.217,23217.0
11,3,2,26,14:10:13,23.104,23104.0
11,4,1,43,15:41:11,22.970,22970.0
11,4,2,44,15:30:49,20.317,20317.0
11,5,1,14,15:34:33,26.818,26818.0
11,5,2,20,13:37:22,19.689,19689.0
11,5,3,32,13:31:43,23.902,23902.0
11,6,1,13,13:38:52,22.758,22758.0
11,6,2,23,15:20:23,22.040,22040.0
11,6,3,28,13:46:14,22.586,22586.0
11,7,1,17,15:24:27,20.373,20373.0
11,7,2,29,13:16:17,20.564,20564.0
11,7,3,35,15:31:12,26.849,26849.0
11,8,1,28,14:13:47,25.000,25000.0
11,8,2,40,13:27:31,21.521,21521.0
11,9,1,21,14:48:51,18.912,18912.0
11,9,2,38,14:54:29,23.763,23763.0
11,9,3,40,15:57:44,23.050,23050.0
11,10,1,43,15:50:51,24.655,24655.0
12,1,1,18,14:25:23,20.337,20337.0
12,1,2,25,14:45:26,19.391,19391.0
12,2,1,21,13:37:18,24.668,24668.0
12,3,1,21,15:21:40,22.091,22091.0
12,3,2,44,15:43:16,25.161,25161.0
12,4,1,33,14:20:56,25.486,25486.0
12,5,1,32,13:38:15,21.591,21591.0
12,5,2,53,13:27:20,22.353,22353.0
12,6,1,34,13:16:45,22.587,22587.0
12,6,2,48,14:13:26,22.065,22065.0
12,6,3,49,15:53:56,24.419,24419.0
12,7,1,17,15:27:13,20.855,20855.0
12,8,1,16,15:50:13,20.856,20856.0
12,8,2,47,13:24:16,23.642,23642.0
12,9,1,35,15:44:44,27.421,27421.0
12,9,2,39,13:13:56,22.190,22190.0
12,9,3,48,14:21:10,19.781,19781.0
12,10,1,30,13:50:19,26.381,26381.0
13,1,1,33,14:16:33,23.436,23436.0
13,1,2,38,14:10:34,24.155,24155.0
13,2,1,12,15:40:20,22.707,22707.0
13,2,2,28,13:34:31,22.948,22948.0
13,2,3,30,14:33:21,22.755,22755.0
13,3,1,17,13:39:36,19.973,19973.0
13,3,2,41,15:40:35,22.856,22856.0
13,3,3,44,15:48:18,22.961,22961.0
13,4,1,37,15:13:15,25.812,25812.0
13,5,1,23,14:18:42,21.846,21846.0
13,6,1,14,13:55:18,23.103,23103.0
13,6,2,15,13:13:33,18.894,18894.0
13,6,3,30,13:49:58,26.202,26202.0
13,7,1,22,14:32:29,18.533,18533.0
13,7,2,38,13:52:15,26.800,26800.0
13,7,3,42,15:18:25,23.251,23251.0
13,8,1,43,14:21:53,26.517,26517.0
13,9,1,19,13:49:39,24.331,24331.0
13,10,1,38,14:14:28,24.334,24334.0
14,1,1,19,15:42:37,20.678,20678.0
14,2,1,16,13:39:29,23.740,23740.0
14,2,2,31,13:16:23,20.612,20612.0
14,2,3,36,13:11:23,25.105,25105.0
14,3,1,28,15:36:41,25.195,25195.0
14,3,2,29,14:15:32,25.871,25871.0
14,4,1,25,15:19:40,24.040,24040.0
14,4,2,43,15:33:43,26.240,26240.0
14,5,1,31,14:35:29,22.808,22808.0
14,5,2,43,13:12:42,21.643,21643.0
14,6,1,10,15:35:36,23.004,23004.0
14,6,2,24,15:30:26,22.757,22757.0
14,6,3,30,14:37:53,22.526,22526.0
14,7,1,24,14:10:39,24.981,24981.0
14,7,2,46,15:10:24,21.591,21591.0
14,8,1,28,13:35:30,27.067,27067.0
14,8,2,48,14:11:57,18.454,18454.0
14,9,1,34,15:39:14,18.937,18937.0
14,9,2,44,15:28:19,21.864,21864.0
14,10,1,51,15:14:32,25.039,25039.0
15,1,1,26,15:58:36,22.755,22755.0
15,1,2,32,14:40:54,20.363,20363.0
15,1,3,39,15:47:52,21.779,21779.0
15,2,1,50,14:10:39,24.144,24144.0
15,3,1,30,15:10:12,22.014,22014.0
15,3,2,43,15:49:44,25.035,25035.0
15,3,3,53,13:51:31,21.844,21844.0
15,4,1,41,13:28:50,24.549,
15,4,2,45,14:50:16,20.884,20884.0
15,4,3,51,14:58:35,26.155,26155.0
15,5,1,31,13:39:58,24.356,24356.0
15,6,1,36,14:54:57,23.802,23802.0
15,7,1,24,14:33:49,20.845,20845.0
15,7,2,38,13:49:30,25.010,25010.0
15,7,3,54,15:11:44,27.563,
15,8,1,49,15:40:42,24.845,24845.0
15,9,1,37,14:47:32,22.457,22457.0
15,10,1,18,15:51:48,23.570,23570.0
15,10,2,34,13:30:46,21.828,21828.0
16,1,1,16,14:46:47,16.032,16032.0
16,1,2,53,13:48:46,22.484,22484.0
16,2,1,21,15:39:13,23.797,23797.0
16,2,2,34,15:49:23,25.430,25430.0
16,2,3,64,14:39:47,20.588,20588.0
16,3,1,49,15:34:44,20.270,20270.0
16,3,2,54,15:51:50,24.503,24503.0
16,4,1,18,13:32:25,24.052,24052.0
16,4,2,32,15:20:42,22.742,22742.0
16,4,3,55,15:18:56,23.951,23951.0
16,5,1,23,13:43:24,28.733,28733.0
16,5,2,51,13:53:31,21.434,21434.0
16,6,1,10,15:10:22,19.934,19934.0
16,6,2,25,14:12:54,20.867,20867.0
16,7,1,24,13:53:22,23.607,
16,7,2,28,13:46:56,26.815,26815.0
16,8,1,49,14:10:42,19.733,19733.0
16,8,2,55,13:52:23,26.913,26913.0
16,9,1,54,14:23:57,22.980,22980.0
16,10,1,22,15:41:37,26.656,26656.0
17,1,1,36,13:11:56,19.854,19854.0
17,2,1,42,15:42:54,21.254,21254.0
17,3,1,24,15:33:14,21.021,21021.0
17,4,1,13,15:18:49,21.940,21940.0
17,5,1,30,13:40:25,22.208,22208.0
17,6,1,46,15:56:29,26.699,26699.0
17,7,1,10,15:36:26,22.820,22820.0
17,7,2,13,14:56:23,24.018,24018.0
17,7,3,51,13:37:17,23.734,23734.0
17,8,1,16,13:44:18,27.003,27003.0
17,8,2,30,13:45:35,22.708,22708.0
17,8,3,44,14:57:23,25.041,25041.0
17,9,1,17,14:53:47,24.507,24507.0
17,10,1,16,14:16:49,22.308,22308.0
18,1,1,15,15:41:54,21.967,21967.0
18,1,2,19,14:52:41,25.580,25580.0
18,2,1,30,15:12:37,28.552,28552.0
18,2,2,43,15:41:11,25.781,25781.0
18,3,1,14,14:35:10,23.424,23424.0
18,3,2,35,14:52:57,23.567,23567.0
18,3,3,44,13:21:31,26.520,26520.0
18,4,1,23,15:42:11,20.592,20592.0
18,4,2,35,15:54:10,24.011,24011.0
18,5,1,34,14:27:39,21.392,21392.0
18,5,2,36,14:26:53,20.752,20752.0
18,5,3,39,15:33:16,23.004,23004.0
18,6,1,13,15:36:43,21.851,21851.0
18,7,1,16,14:25:54,28.108,28108.0
18,7,2,35,14:40:40,25.211,25211.0
18,7,3,44,13:15:19,18.851,18851.0
18,8,1,26,13:33:23,23.020,23020.0
18,8,2,45,14:36:21,23.875,23875.0
18,9,1,22,13:57:12,22.946,22946.0
18,9,2,25,14:40:53,27.818,27818.0
18,9,3,27,15:41:30,20.783,20783.0
18,10,1,37,14:21:57,20.683,20683.0
19,1,1,12,14:35:18,21.516,21516.0
19,1,2,19,13:58:18,24.003,24003.0
19,1,3,45,14:33:17,25.333,25333.0
19,2,1,46,13:32:32,27.540,27540.0
19,3,1,10,13:48:28,24.187,24187.0
19,3,2,31,15:19:37,24.086,24086.0
19,3,3,44,14:16:36,25.607,25607.0
19,4,1,12,15:34:21,23.980,23980.0
19,4,2,19,14:10:27,17.713,17713.0
19,4,3,47,13:55:47,27.118,27118.0
19,5,1,13,13:21:52,23.662,23662.0
19,5,2,19,13:12:48,25.342,25342.0
19,6,1,11,14:25:28,21.873,21873.0
19,6,2,24,15:41:25,25.407,25407.0
19,7,1,44,13:31:24,23.282,23282.0
19,7,2,45,13:11:32,22.188,22188.0
19,7,3,46,13:55:15,25.970,25970.0
19,8,1,24,14:32:27,27.007,27007.0
19,8,2,40,15:51:52,23.611,23611.0
19,9,1,28,15:55:33,20.982,20982.0
19,9,2,30,15:15:13,22.429,22429.0
19,10,1,13,14:30:46,19.504,19504.0
20,1,1,20,13:39:29,23.275,23275.0
20,1,2,23,14:10:38,25.134,25134.0
20,1,3,44,13:41:56,22.590,22590.0
20,2,1,35,15:56:19,23.677,23677.0
20,3,1,10,15:43:10,22.725,22725.0
20,3,2,27,15:53:31,20.265,20265.0
20,3,3,32,15:36:38,26.262,26262.0
20,4,1,15,14:43:11,22.385,22385.0
20,5,1,24,13:47:39,21.087,21087.0
20,5,2,32,13:15:57,18.989,18989.0
20,6,1,13,14:32:31,21.427,21427.0
20,6,2,24,13:32:54,24.901,24901.0
20,7,1,48,15:15:16,22.046,22046.0
20,7,2,50,14:25:48,24.014,24014.0
20,7,3,51,15:15:49,24.023,24023.0
20,8,1,23,14:21:35,24.738,24738.0
20,8,2,29,14:52:41,20.677,20677.0
20,9,1,20,15:27:21,22.613,22613.0
20,10,1,20,15:15:49,19.649,19649.0
21,1,1,34,14:23:26,22.560,22560.0
21,1,2,39,15:14:45,20.822,20822.0
21,2,1,23,13:18:30,22.882,22882.0
21,3,1,31,14:41:36,19.203,19203.0
21,3,2,40,13:15:40,23.898,23898.0
21,4,1,23,13:16:28,26.748,26748.0
21,4,2,38,14:58:13,23.927,23927.0
21,4,3,42,13:18:19,19.041,19041.0
21,5,1,19,14:46:24,20.898,20898.0
21,5,2,20,13:33:19,23.843,23843.0
21,5,3,32,13:52:25,19.952,19952.0
21,6,1,10,13:54:49,19.856,19856.0
21,6,2,43,15:20:47,23.587,23587.0
21,7,1,40,14:54:37,25.205,25205.0
21,8,1,40,14:57:23,28.089,28089.0
21,9,1,41,15:50:29,22.787,22787.0
21,10,1,17,13:37:28,17.877,17877.0
21,10,2,30,15:30:56,20.310,20310.0
21,10,3,40,15:11:35,27.902,27902.0
22,1,1,34,14:37:22,23.728,23728.0
22,2,1,12,13:57:38,24.882,24882.0
22,3,1,11,13:27:27,24.725,24725.0
22,3,2,46,14:58:48,21.574,21574.0
22,4,1,21,14:44:13,21.982,21982.0
22,4,2,43,13:57:19,25.529,25529.0
22,5,1,37,15:55:47,21.502,21502.0
22,6,1,21,14:16:44,20.208,20208.0
22,6,2,25,13:42:10,25.339,25339.0
22,6,3,39,15:58:40,22.058,22058.0
22,7,1,13,14:21:35,22.826,22826.0
22,7,2,22,13:35:42,21.868,21868.0
22,7,3,40,13:24:40,27.489,27489.0
22,8,1,22,14:27:22,21.089,21089.0
22,8,2,39,15:35:45,21.877,21877.0
22,9,1,13,15:27:44,18.958,18958.0
22,10,1,40,13:35:32,21.405,21405.0
23,1,1,22,14:19:56,21.217,21217.0
23,1,2,46,15:30:51,25.048,25048.0
23,2,1,11,15:11:11,22.813,22813.0
23,3,1,26,13:11:25,18.988,18988.0
23,4,1,50,15:47:10,23.613,23613.0
23,5,1,37,15:12:45,21.311,21311.0
23,6,1,21,15:45:15,28.172,28172.0
23,6,2,48,15:31:43,25.124,25124.0
23,7,1,15,15:22:11,20.351,20351.0
23,7,2,33,13:42:55,21.438,21438.0
23,8,1,11,13:14:56,22.017,22017.0
23,8,2,52,15:19:15,22.379,22379.0
23,9,1,12,14:13:14,20.449,20449.0
23,9,2,33,14:39:58,24.532,24532.0
23,9,3,48,15:37:30,21.989,21989.0
23,10,1,11,13:29:11,23.346,23346.0
23,10,2,29,15:23:37,20.572,20572.0
23,10,3,41,13:42:36,22.203,22203.0
24,1,1,17,15:24:40,25.586,25586.0
24,1,2,38,14:46:23,19.927,19927.0
24,2,1,14,15:22:44,23.443,
24,2,2,24,13:33:25,23.266,23266.0
24,3,1,10,14:57:47,21.676,21676.0
24,3,2,35,15:43:54,25.268,25268.0
24,3,3,37,14:49:36,19.305,19305.0
24,4,1,40,15:10:30,26.059,26059.0
24,4,2,41,14:58:36,21.025,21025.0
24,5,1,42,13:18:33,23.953,23953.0
24,6,1,14,13:42:42,23.295,23295.0
24,6,2,45,15:41:16,19.950,19950.0
24,7,1,10,15:55:55,26.493,26493.0
24,7,2,18,15:27:34,26.906,26906.0
24,8,1,18,13:40:40,23.078,
24,8,2,21,14:26:23,25.764,25764.0
24,8,3,25,13:20:15,19.803,19803.0
24,9,1,10,15:40:20,23.550,23550.0
24,9,2,20,15:10:12,23.183,23183.0
24,9,3,42,15:29:13,25.005,25005.0
24,10,1,24,13:21:51,28.588,28588.0
24,10,2,39,14:34:29,24.218,24218.0
21,8,1,40,14:57:23,28.089,28089.0
13,2,1,12,15:40:20,22.707,22707.0
2,9,2,36,14:38:46,23.425,23425.0
3,2,1,23,15:22:42,25.671,25671.0
